date,anomalies
2022-09-28,N_0
2022-09-27,N_0
2022-09-26,N_0
2022-09-25,N_0
2022-09-24,N_0
2022-09-24,N_0
2022-09-23,N_0
2022-09-22,N_0
2022-09-21,N_0
2022-09-20,N_0
2022-09-17,N_0
2022-09-16,N_0
2022-09-15,N_0
2022-09-14,N_0
2022-09-13,N_0
2022-09-12,N_0
2022-09-11,N_0
2022-09-10,N_0
2022-09-09,N_0
2022-09-08,N_0
2022-09-07,N_0
2022-09-06,N_0
2022-09-05,N_0
2022-09-04,N_0
2022-09-03,AN_0
2022-09-02,N_0
2022-08-31,N_0
2022-08-30,N_0
2022-08-29,N_0
2022-08-28,N_0
2022-08-27,N_0
2022-08-26,N_0
2022-08-25,N_0
2022-08-24,N_0
2022-08-23,N_0
2022-08-22,N_0
2022-08-21,N_0
2022-08-20,N_0
2022-08-19,N_0
2022-08-18,N_0
2022-08-17,N_0
2022-08-15,N_0
2022-08-06,N_0
2022-08-05,N_0
2022-08-04,N_0
2022-08-03,N_0
2022-08-02,N_0
2022-08-01,N_0
2022-07-31,N_0
2022-07-31,N_0
2022-07-30,N_0
2022-07-29,N_0
2022-07-28,AN_0
2022-07-27,N_0
2022-07-26,N_0
2022-07-25,N_0
2022-07-23,AN_0
2022-07-22,N_0
2022-07-21,N_0
2022-07-20,N_0
2022-07-19,N_0
2022-07-18,N_0
2022-07-17,N_0
2022-07-17,N_0
2022-07-15,N_0
2022-07-14,N_0
2022-07-12,AN_0
2022-07-12,N_0
2022-07-11,AN_0
2022-07-10,N_0
2022-07-09,N_0
2022-07-08,N_0
2022-07-08,N_0
2022-07-05,N_0
2022-07-04,N_0
2022-07-03,N_0
2022-07-02,N_0
2022-07-01,N_0
2022-06-30,N_0
2022-06-29,N_0
2022-06-28,N_0
2022-06-27,N_0
2022-06-24,N_0
2022-06-23,N_0
2022-06-22,N_0
2022-06-21,N_0
2022-06-20,N_0
2022-06-19,N_0
2022-06-17,N_0
2022-06-16,N_0
2022-06-15,N_0
2022-06-14,N_0
2022-06-13,N_0
2022-06-12,N_0
2022-06-11,N_0
2022-06-10,N_0
2022-06-09,N_0
2022-06-08,N_0
2022-06-07,N_0
2022-06-06,N_0
2022-06-05,N_0
2022-06-04,N_0
2022-06-03,N_0
2022-06-02,N_0
2022-06-01,N_0
2022-05-31,N_0
2022-05-30,N_0
2022-05-28,N_0
2022-05-26,N_0
2022-05-25,N_0
2022-05-24,N_0
2022-05-23,N_0
2022-05-21,N_0
2022-05-20,N_0
2022-05-19,N_0
2022-05-17,N_0
2022-05-16,N_0
2022-05-15,N_0
2022-05-14,N_0
2022-05-13,N_0
2022-05-12,N_0
2022-05-11,N_0
2022-05-10,N_0
2022-05-09,N_0
2022-05-08,N_0
2022-05-07,N_0
2022-05-06,N_0
2022-05-05,N_0
2022-05-04,N_0
2022-05-03,N_0
2022-05-02,N_0
2022-05-01,N_0
2022-04-30,N_0
2022-04-29,N_0
2022-04-28,N_0
2022-04-27,N_0
2022-04-26,N_0
2022-04-25,N_0
2022-04-25,N_0
2022-04-23,N_0
2022-04-22,N_0
2022-04-21,N_0
2022-04-20,N_0
2022-04-19,N_0
2022-04-18,N_0
2022-04-17,N_0
2022-04-16,N_0
2022-04-15,N_0
2022-04-14,N_0
2022-04-13,N_0
2022-04-12,N_0
2022-04-11,N_0
2022-04-10,N_0
2022-04-09,N_0
2022-04-08,N_0
2022-04-06,N_0
2022-04-05,N_0
2022-04-04,N_0
2022-04-03,N_0
2022-04-02,N_0
2022-04-01,N_0
2022-03-31,N_0
2022-03-30,N_0
2022-03-29,N_0
2022-03-28,N_0
2022-03-27,N_0
2022-03-26,N_0
2022-03-25,N_0
2022-03-24,N_0
2022-03-23,N_0
2022-03-22,N_0
2022-03-21,N_0
2022-03-20,N_0
2022-03-19,N_0
2022-03-18,N_0
2022-03-17,N_0
2022-03-16,N_0
2022-03-15,N_0
2022-03-14,N_0
2022-03-13,N_0
2022-03-13,N_0
2022-03-12,N_0
2022-03-11,N_0
2022-03-10,N_0
2022-03-09,N_0
2022-03-08,N_0
2022-03-07,N_0
2022-03-05,N_0
2022-03-04,N_0
2022-03-03,N_0
2022-03-02,N_0
2022-03-01,N_0
2022-02-28,N_0
2022-02-27,N_0
2022-02-26,N_0
2022-02-25,N_0
2022-02-24,N_0
2022-02-23,N_0
2022-02-22,N_0
2022-02-21,N_0
2022-02-20,N_0
2022-02-19,N_0
2022-02-18,N_0
2022-02-17,N_0
2022-02-16,N_0
2022-02-15,N_0
2022-02-14,N_0
2022-02-12,N_0
2022-02-11,N_0
2022-02-10,N_0
2022-02-09,N_0
2022-02-08,N_0
2022-02-07,N_0
2022-02-06,N_0
2022-02-04,N_0
2022-02-03,N_0
2022-02-02,N_0
2022-02-01,N_0
2022-01-31,N_0
2022-01-29,N_0
2022-01-28,N_0
2022-01-27,N_0
2022-01-26,N_0
2022-01-25,N_0
2022-01-24,N_0
2022-01-23,N_0
2022-01-22,N_0
2022-01-21,N_0
2022-01-20,N_0
2022-01-19,N_0
2022-01-18,N_0
2022-01-17,N_0
2022-01-16,N_0
2022-01-15,N_0
2022-01-14,N_0
2022-01-13,N_0
2022-01-12,N_0
2022-01-11,N_0
2022-01-10,N_0
2022-01-09,N_0
2022-01-08,N_0
2022-01-07,N_0
2022-01-06,N_0
2022-01-05,N_0
2022-01-04,N_0
2022-01-03,N_0
2022-01-02,N_0
2022-01-01,N_0
2021-12-31,N_0
2021-12-30,N_0
2021-12-29,N_0
2021-12-28,N_0
2021-12-27,N_0
2021-12-26,N_0
2021-12-25,N_0
2021-12-24,N_0
2021-12-23,N_0
2021-12-22,N_0
2021-12-21,N_0
2021-12-20,N_0
2021-12-19,AN_0
2021-12-18,AN_0
2021-12-17,N_0
2021-12-16,N_0
2021-12-15,N_0
2021-12-14,N_0
2021-12-13,N_0
2021-12-12,N_0
2021-12-11,N_0
2021-12-10,N_0
2021-12-09,AN_0
