sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,date,light,moderate,heavy,rest
43815328515,2023-12-12T07:11:00Z,82,,82,,113.0,52,0.0741097208854668,2023-12-12,165,0,0,745
43815328516,2023-12-13T07:40:00Z,75,,75,,54.0,53,0.1102449888641425,2023-12-13,157,9,30,794
43815328517,2023-12-14T06:18:00Z,77,,77,,55.0,53,0.0920910075839653,2023-12-14,149,0,0,827
43825634363,2023-12-15T06:27:30Z,67,,67,,41.0,53,0.0964153275648949,2023-12-15,171,0,0,865
43836976380,2023-12-16T08:19:00Z,80,,80,,115.0,55,0.0969202898550724,2023-12-16,174,0,0,712
43869414807,2023-12-17T08:07:00Z,89,,89,,111.0,54,0.1111111111111111,2023-12-17,148,11,12,715
43869414808,2023-12-18T06:13:30Z,82,,82,,90.0,54,0.1281790437436419,2023-12-18,199,5,8,737
43869414809,2023-12-19T07:25:00Z,89,,89,,97.0,54,0.0858725761772853,2023-12-19,134,0,0,762
43926438013,2023-12-23T08:11:00Z,84,,84,,86.0,53,0.0928909952606635,2023-12-23,131,0,0,509
43936180118,2023-12-25T08:45:00Z,84,,84,,92.0,53,0.1343408900083963,2023-12-25,171,14,5,655
43946327017,2023-12-26T02:45:00Z,64,,64,,62.0,53,0.0930232558139534,2023-12-26,115,0,0,722
43945453503,2023-12-26T07:28:30Z,63,,63,,40.0,53,0.1548974943052392,2023-12-26,115,0,0,722
43957144073,2023-12-27T06:06:30Z,79,,79,,60.0,53,0.104,2023-12-27,165,9,73,756
43967343141,2023-12-28T06:23:00Z,77,,77,,95.0,52,0.1081359423274974,2023-12-28,114,0,0,841
43980684165,2023-12-29T09:11:00Z,77,,77,,86.0,51,0.1059431524547803,2023-12-29,127,0,0,723
44026624130,2023-12-30T07:40:00Z,82,,82,,65.0,53,0.0975124378109452,2023-12-30,150,39,50,698
44026624131,2023-12-31T07:03:00Z,82,,82,,59.0,53,0.096192384769539,2023-12-31,54,0,0,837
44561594066,2024-02-11T06:52:00Z,75,,75,,24.0,49,0.0673194614443084,2024-02-11,163,0,0,841
44561594067,2024-02-12T06:30:00Z,80,,80,,70.0,50,0.0765143464399575,2024-02-12,91,0,0,877
44561594068,2024-02-13T06:29:30Z,77,,77,,77.0,51,0.0933734939759036,2024-02-13,161,0,0,773
44561594069,2024-02-14T06:28:30Z,84,,84,,64.0,51,0.0898876404494382,2024-02-14,138,0,0,813
44561594070,2024-02-15T06:29:00Z,74,,74,,70.0,51,0.1170212765957446,2024-02-15,133,0,0,787
44561594071,2024-02-16T06:30:30Z,81,,81,,63.0,52,0.093655589123867,2024-02-16,111,0,0,833
44564147887,2024-02-17T06:29:30Z,84,,84,,79.0,53,0.1011351909184726,2024-02-17,172,0,0,784
44665796384,2024-02-19T06:30:30Z,60,,60,,,51,0.1517571884984025,2024-02-19,69,0,0,1058
44665796385,2024-02-20T06:30:00Z,82,,82,,86.0,52,0.1094224924012158,2024-02-20,231,10,0,706
44665796386,2024-02-21T05:43:00Z,78,,78,,78.0,51,0.1107419712070874,2024-02-21,261,41,95,592
44665796387,2024-02-22T07:10:30Z,66,,66,,73.0,53,0.1533406352683461,2024-02-22,58,0,0,830
44665796389,2024-02-23T06:55:30Z,78,,78,,80.0,54,0.1225937183383991,2024-02-23,186,3,9,749
44665796390,2024-02-24T06:30:30Z,69,,69,,66.0,54,0.1547779273216689,2024-02-24,168,75,165,661
44668456960,2024-02-26T06:53:00Z,83,,83,,85.0,55,0.0936254980079681,2024-02-26,149,14,23,746
44794763428,2024-03-02T06:30:30Z,77,,77,,58.0,54,0.1334768568353067,2024-03-02,189,29,3,755
44794763429,2024-03-03T06:31:30Z,73,,73,,71.0,55,0.1165644171779141,2024-03-03,126,0,0,907
44794763430,2024-03-04T06:30:30Z,83,,83,,84.0,55,0.1015075376884422,2024-03-04,144,0,0,799
44794763432,2024-03-05T06:28:30Z,81,,81,,101.0,56,0.108626198083067,2024-03-05,158,21,1,782
44794763433,2024-03-08T06:29:30Z,76,,76,,52.0,56,0.0981856990394877,2024-03-08,117,0,0,855
44804038290,2024-03-09T06:31:00Z,81,,81,,70.0,57,0.0928050052137643,2024-03-09,122,0,0,807
44813586500,2024-03-10T06:31:30Z,85,,85,,87.0,58,0.0829220138203356,2024-03-10,114,0,0,820
44826404805,2024-03-11T06:29:30Z,74,,74,,26.0,57,0.1246138002059732,2024-03-11,69,0,0,886
44838503760,2024-03-12T06:16:00Z,80,,80,,62.0,57,0.1036088474970896,2024-03-12,25,0,0,955
45185440598,2024-04-05T06:29:30Z,80,,80,,105.0,51,0.087248322147651,2024-04-05,76,0,0,911
45185440600,2024-04-06T06:30:30Z,81,,81,,59.0,51,0.1166150670794633,2024-04-06,161,0,0,786
45185440601,2024-04-07T06:30:30Z,80,,80,,76.0,51,0.104638619201726,2024-04-07,161,22,13,781
45185440603,2024-04-08T06:30:30Z,83,,83,,92.0,51,0.0948012232415902,2024-04-08,94,0,0,856
45185440604,2024-04-09T06:29:30Z,82,,82,,54.0,51,0.1199586349534643,2024-04-09,143,15,6,793
45185440605,2024-04-10T07:24:00Z,69,,69,,58.0,52,0.1952920662598082,2024-04-10,143,0,0,724
45185440607,2024-04-11T06:30:30Z,75,,75,,48.0,52,0.0988636363636363,2024-04-11,146,0,0,842
45421898026,2024-04-27T08:03:30Z,81,,81,,76.0,49,0.1433756805807622,2024-04-27,204,10,27,645
45421898027,2024-04-28T07:28:30Z,83,,83,,124.0,50,0.1103581800580832,2024-04-28,184,17,19,704
45421898028,2024-04-29T07:00:00Z,85,,85,,92.0,51,0.1199261992619926,2024-04-29,123,8,0,761
45421898029,2024-04-30T06:24:00Z,74,,74,,64.0,52,0.0876543209876543,2024-04-30,106,0,0,929
45421898031,2024-05-02T06:27:30Z,76,,76,,74.0,53,0.108626198083067,2024-05-02,172,6,12,781
