date,hol_we
2021-12-26,WE_0
2021-12-25,VA_0
2021-12-24,noVALUE
2021-12-23,noVALUE
2021-12-22,noVALUE
2021-12-21,noVALUE
2021-12-20,noVALUE
2021-12-19,WE_0
2021-12-18,noVALUE
2021-12-17,noVALUE
2021-12-16,noVALUE
2021-12-15,noVALUE
2021-12-14,noVALUE
2021-12-13,noVALUE
2021-12-12,WE_0
2021-12-11,noVALUE
2021-12-10,noVALUE
2021-12-09,noVALUE
2021-12-08,VA_0
2021-12-07,noVALUE
2021-12-06,noVALUE
2021-12-05,WE_0
2021-12-04,noVALUE
2021-12-03,noVALUE
2021-12-02,noVALUE
2021-12-01,noVALUE
2021-11-30,noVALUE
2021-11-28,WE_0
