date_time,heart_zone_id,total_minutes
2024-02-01T07:23,FAT_BURN,1
2024-02-01T07:24,FAT_BURN,1
2024-02-01T07:25,FAT_BURN,1
2024-02-01T07:53,FAT_BURN,1
2024-02-01T08:39,FAT_BURN,1
2024-02-01T08:40,FAT_BURN,1
2024-02-01T08:41,FAT_BURN,1
2024-02-01T08:44,FAT_BURN,1
2024-02-01T17:12,FAT_BURN,1
2024-02-01T17:13,FAT_BURN,1
2024-02-01T18:50,FAT_BURN,1
2024-02-01T21:41,FAT_BURN,1
2024-02-02T07:01,FAT_BURN,1
2024-02-02T07:02,FAT_BURN,1
2024-02-02T07:03,FAT_BURN,1
2024-02-02T07:04,FAT_BURN,1
2024-02-02T07:05,FAT_BURN,1
2024-02-02T07:26,FAT_BURN,1
2024-02-02T07:27,FAT_BURN,1
2024-02-02T07:28,FAT_BURN,1
2024-02-02T07:35,FAT_BURN,1
2024-02-02T07:38,FAT_BURN,1
2024-02-02T07:41,FAT_BURN,1
2024-02-02T07:42,FAT_BURN,1
2024-02-02T07:43,FAT_BURN,1
2024-02-02T08:47,FAT_BURN,1
2024-02-02T08:48,FAT_BURN,1
2024-02-02T13:22,FAT_BURN,1
2024-02-02T13:23,FAT_BURN,1
2024-02-02T13:24,FAT_BURN,1
2024-02-02T13:25,FAT_BURN,1
2024-02-02T13:26,FAT_BURN,1
2024-02-02T13:27,FAT_BURN,1
2024-02-02T13:28,FAT_BURN,1
2024-02-02T13:29,FAT_BURN,1
2024-02-02T15:13,FAT_BURN,1
2024-02-02T15:14,FAT_BURN,1
2024-02-02T15:15,FAT_BURN,1
2024-02-02T16:36,FAT_BURN,1
2024-02-02T16:37,FAT_BURN,1
2024-02-02T16:38,FAT_BURN,1
2024-02-02T16:39,FAT_BURN,1
2024-02-02T18:37,FAT_BURN,1
2024-02-02T19:05,FAT_BURN,1
2024-02-02T19:06,FAT_BURN,1
2024-02-02T19:07,FAT_BURN,1
2024-02-02T19:32,FAT_BURN,1
2024-02-02T19:33,FAT_BURN,1
2024-02-02T21:41,CARDIO,2
2024-02-02T21:42,FAT_BURN,1
2024-02-02T21:43,FAT_BURN,1
2024-02-02T21:44,FAT_BURN,1
2024-02-02T21:45,CARDIO,2
2024-02-02T21:46,FAT_BURN,1
2024-02-02T21:47,FAT_BURN,1
2024-02-02T21:48,FAT_BURN,1
2024-02-03T08:24,CARDIO,2
2024-02-03T08:25,FAT_BURN,1
2024-02-03T08:26,FAT_BURN,1
2024-02-03T08:27,FAT_BURN,1
2024-02-03T08:28,FAT_BURN,1
2024-02-03T08:29,FAT_BURN,1
2024-02-03T08:50,FAT_BURN,1
2024-02-03T08:55,FAT_BURN,1
2024-02-04T08:47,FAT_BURN,1
2024-02-04T08:48,FAT_BURN,1
2024-02-04T08:49,FAT_BURN,1
2024-02-04T08:50,FAT_BURN,1
2024-02-04T08:51,FAT_BURN,1
2024-02-04T08:52,FAT_BURN,1
2024-02-04T08:53,FAT_BURN,1
2024-02-04T08:54,FAT_BURN,1
2024-02-04T08:55,FAT_BURN,1
2024-02-04T15:39,FAT_BURN,1
2024-02-04T15:40,FAT_BURN,1
2024-02-04T17:46,FAT_BURN,1
2024-02-04T21:38,FAT_BURN,1
2024-02-04T21:39,FAT_BURN,1
2024-02-04T21:40,FAT_BURN,1
2024-02-04T21:41,CARDIO,2
2024-02-04T21:42,CARDIO,2
2024-02-04T21:43,CARDIO,2
2024-02-04T21:44,FAT_BURN,1
2024-02-04T21:45,FAT_BURN,1
2024-02-05T13:00,FAT_BURN,1
2024-02-05T21:02,FAT_BURN,1
2024-02-05T21:03,FAT_BURN,1
2024-02-05T22:03,FAT_BURN,1
2024-02-05T22:04,FAT_BURN,1
2024-02-05T22:05,CARDIO,2
2024-02-05T22:06,CARDIO,2
2024-02-05T22:07,CARDIO,2
2024-02-05T22:08,CARDIO,2
2024-02-05T22:09,FAT_BURN,1
2024-02-06T08:17,FAT_BURN,1
2024-02-06T21:04,FAT_BURN,1
2024-02-07T07:17,FAT_BURN,1
2024-02-07T16:11,FAT_BURN,1
2024-02-07T16:12,FAT_BURN,1
2024-02-07T16:13,FAT_BURN,1
2024-02-07T16:14,FAT_BURN,1
2024-02-07T16:15,FAT_BURN,1
2024-02-07T17:46,FAT_BURN,1
2024-02-07T17:47,FAT_BURN,1
2024-02-07T17:48,FAT_BURN,1
2024-02-07T17:49,FAT_BURN,1
2024-02-07T17:50,FAT_BURN,1
2024-02-07T17:51,FAT_BURN,1
2024-02-07T17:52,FAT_BURN,1
2024-02-07T17:53,FAT_BURN,1
2024-02-07T17:54,FAT_BURN,1
2024-02-07T17:55,FAT_BURN,1
2024-02-07T17:56,FAT_BURN,1
2024-02-08T07:02,FAT_BURN,1
2024-02-08T07:03,FAT_BURN,1
2024-02-08T07:04,FAT_BURN,1
2024-02-08T19:31,FAT_BURN,1
2024-02-08T21:56,CARDIO,2
2024-02-08T21:57,FAT_BURN,1
2024-02-08T21:58,FAT_BURN,1
