date,sleep_quality,light,moderate,heavy,rest
2024-12-12,75,139,11,71,766
2024-12-13,84,204,10,6,593
2024-12-14,76,180,21,35,721
2024-12-15,88,128,0,0,658
2024-12-16,76,173,0,0,859
2024-12-17,80,140,0,0,465
2024-12-18,64,211,0,0,897
2024-12-19,90,130,0,0,783
2024-12-20,76,193,0,0,881
2024-12-21,87,138,0,0,802
2024-12-22,82,145,5,47,720
2024-12-23,66,190,6,64,609
2024-12-24,89,208,5,6,699
2024-12-25,79,201,0,0,798
2024-12-26,82,149,28,99,341
2024-12-27,83,193,0,0,753
2024-12-28,62,235,14,50,622
2024-12-29,84,199,2,47,681
2024-12-30,74,232,6,24,679
2024-12-31,87,95,0,0,832
2025-01-01,44,83,0,0,886
2025-01-02,89,202,74,12,486
2025-01-03,57,70,0,0,737
2025-01-04,71,76,0,0,641
2025-01-05,64,83,0,0,843
2025-01-06,76,185,0,0,715
2025-01-07,71,188,0,0,792
2025-01-08,74,143,0,0,879
2025-01-09,87,127,0,0,676
2025-01-10,89,130,0,0,728
2025-01-11,81,214,0,0,691
2025-01-12,78,194,0,0,662
2025-01-13,74,183,0,0,827
2025-01-14,81,164,0,0,489
2025-01-15,77,149,0,0,746
2025-01-16,82,190,32,45,677
2025-01-17,69,146,0,0,709
2025-01-18,87,296,0,0,627
2025-01-19,75,153,0,0,850
2025-01-20,85,178,0,0,654
2025-01-21,89,172,0,0,792
2025-01-22,77,196,0,0,684
2025-01-24,82,155,0,0,824
2025-01-25,83,233,5,6,687
2025-01-26,85,115,0,0,837
2025-01-27,76,174,0,0,846
2025-01-28,94,211,0,0,696
2025-01-29,79,208,0,37,766
2025-01-30,88,192,5,32,647
2025-01-31,71,169,0,0,832
2025-02-01,83,191,0,0,726
2025-02-02,84,172,22,46,627
2025-02-03,82,154,7,22,713
2025-02-04,87,207,6,72,700
2025-02-05,76,145,8,47,794
2025-02-06,72,177,0,0,784
2025-02-07,83,179,0,0,562
2025-02-08,81,180,11,36,744
2025-02-09,75,147,0,0,797
2025-02-10,75,134,0,0,938
2025-02-11,89,187,0,0,608
2025-02-12,80,169,0,0,811
2025-02-13,63,146,0,0,842
2025-02-13,38,146,0,0,842
2025-02-14,91,161,0,0,811
2025-02-15,82,158,6,87,736
2025-02-16,82,176,17,155,662
2025-02-17,70,184,22,34,616
2025-02-18,87,138,0,0,605
2025-02-19,75,152,5,49,792
2025-02-20,83,133,3,37,645
2025-02-21,83,139,1,83,780
2025-02-22,73,266,7,31,776
2025-02-23,78,144,0,0,795
2025-02-24,89,222,5,46,673
2025-02-25,67,181,0,0,806
2025-02-26,72,186,0,0,805
2025-02-27,84,177,7,68,669
2025-02-28,81,142,0,0,610
2025-03-01,59,181,12,1,869
2025-03-02,65,143,14,37,770
2025-03-03,79,173,10,28,770
2025-03-04,86,233,5,46,511
2025-03-05,84,79,0,0,894
2025-03-06,81,98,0,0,861
2025-03-07,70,107,0,0,761
2025-03-08,92,101,0,0,792
2025-03-09,88,127,0,0,827
2025-03-10,69,159,0,0,962
2025-03-11,87,204,0,0,730
2025-03-12,87,141,0,0,686
2025-03-13,73,170,7,51,664
2025-03-14,82,162,8,53,704
2025-03-15,84,177,0,0,804
2025-03-16,87,190,10,62,672
2025-03-17,79,199,0,0,579
2025-03-18,80,108,0,0,927
2025-03-19,73,190,0,67,732
2025-03-20,81,156,2,41,607
2025-03-21,88,174,6,30,603
2025-03-22,92,179,0,0,670
2025-03-23,78,209,26,69,705
2025-03-24,84,129,4,38,666
2025-03-25,87,157,9,0,789
2025-03-26,84,153,2,62,601
2025-03-27,84,167,9,60,744
2025-03-28,77,115,0,0,935
2025-03-29,87,188,0,0,717
2025-03-30,81,193,7,67,756
2025-03-31,71,173,2,30,856
2025-04-01,90,251,0,0,575
2025-04-02,74,158,1,35,793
2025-04-03,73,208,7,91,547
2025-04-04,84,169,4,36,710
2025-04-05,82,282,3,51,670
2025-04-06,87,125,27,88,615
2025-04-07,86,172,0,0,753
2025-04-08,86,186,7,45,677
2025-04-09,83,138,5,42,801
2025-04-10,64,228,0,0,792
2025-04-11,79,167,18,48,814
2025-04-12,84,215,4,27,714
2025-04-13,70,125,0,0,773
2025-04-14,86,212,6,3,729
2025-04-15,76,175,5,25,727
2025-04-16,81,140,0,0,839
2025-04-17,82,209,0,0,824
2025-04-18,83,287,1,42,654
2025-04-19,84,307,20,1,512
2025-04-20,43,112,0,0,934
2025-04-21,73,169,0,0,718
2025-04-22,71,149,0,0,687
2025-04-23,53,164,0,0,770
2025-04-23,43,164,0,0,770
2025-04-24,64,141,0,0,773
2025-04-24,58,141,0,0,773
2025-04-25,69,110,0,0,735
2025-04-25,52,110,0,0,735
2025-04-26,72,218,0,0,920
2025-04-27,83,142,0,0,754
2025-04-28,82,227,0,0,707
2025-04-29,89,183,0,0,690
2025-04-30,84,203,0,0,718
2025-05-01,75,214,6,3,650
2025-05-02,83,252,3,33,506
2025-05-03,82,168,6,56,728
2025-05-04,79,227,29,72,601
2025-05-05,80,179,0,0,779
2025-05-06,85,134,0,0,860
2025-05-07,85,195,0,0,760
2025-05-08,90,217,0,0,765
2025-05-09,63,218,58,85,715
2025-05-10,90,206,85,89,508
2025-05-11,77,217,41,68,613
2025-05-12,83,225,97,62,403
2025-05-13,65,207,39,44,813
2025-05-14,89,247,0,0,602
2025-05-15,82,211,0,0,774
2025-05-16,68,174,0,0,697
2025-05-17,74,199,0,26,750
2025-05-18,64,195,13,84,667
2025-05-19,84,150,5,13,789
2025-05-20,89,186,0,0,621
2025-05-21,84,175,3,39,692
2025-05-22,79,154,0,0,746
2025-05-23,79,239,0,0,773
2025-05-24,89,207,1,41,609
2025-05-25,88,166,22,101,662
2025-05-27,82,181,26,6,644
2025-05-28,85,163,0,0,731
2025-05-29,60,262,6,1,644
2025-05-30,79,158,23,21,760
2025-05-31,80,273,0,0,709
2025-06-01,75,215,6,65,615
2025-06-02,84,214,1,36,616
2025-06-03,89,224,0,0,742
2025-06-04,85,166,0,0,863
2025-06-05,84,187,0,0,791
2025-06-06,89,289,15,12,654
2025-06-07,69,165,34,62,794
2025-06-08,67,290,23,22,614
2025-06-09,82,202,0,0,719
2025-06-11,80,179,0,0,866
2025-06-12,75,151,0,0,950
2025-06-14,89,189,8,3,769
2025-06-15,70,146,8,74,687
2025-06-16,88,155,0,0,712
2025-06-17,81,212,0,0,855
2025-06-18,83,147,9,1,703
2025-06-19,87,218,6,29,726
2025-06-20,84,161,0,0,801
2025-06-21,87,258,15,39,705
2025-06-22,83,177,0,0,736
2025-06-23,78,196,3,26,813
2025-06-24,78,259,22,50,704
2025-06-25,79,168,0,0,812
2025-06-26,66,217,0,0,752
2025-06-27,70,236,0,0,967
2025-06-28,81,276,0,0,703
2025-06-29,80,193,0,0,764
2025-06-30,77,189,0,0,869
2025-07-01,82,119,0,0,871
2025-07-02,71,190,0,0,883
2025-07-03,87,341,0,0,513
2025-07-04,85,313,6,0,689
2025-07-05,78,335,0,0,690
2025-07-06,76,316,0,0,735
2025-07-07,86,210,0,0,700
2025-07-08,75,183,0,0,723
2025-07-09,88,188,0,0,797
2025-07-10,80,179,4,35,682
2025-07-11,81,115,0,0,868
2025-07-12,57,257,0,0,719
2025-07-13,79,169,1,33,723
2025-07-14,89,180,0,0,784
2025-07-15,87,181,0,0,769
2025-07-16,85,188,4,15,791
2025-07-17,76,172,3,26,796
2025-07-18,75,172,6,51,808
2025-07-19,76,192,5,40,824
2025-07-20,61,167,7,5,1068
2025-07-21,79,146,5,28,867
2025-07-22,89,174,6,64,656
2025-07-23,84,146,0,0,846
2025-07-24,75,201,17,77,707
2025-07-25,84,211,0,0,737
2025-07-26,79,226,9,83,696
2025-07-27,81,266,0,0,643
2025-07-28,79,129,0,0,889
2025-07-29,88,166,1,64,701
2025-07-31,86,135,4,32,778
2025-08-01,83,214,0,0,777
2025-08-02,65,131,0,0,570
2025-08-03,91,182,0,0,690
2025-08-04,73,191,5,5,759
2025-08-05,80,152,0,0,824
2025-08-06,74,185,7,34,804
2025-08-07,83,260,11,2,686
2025-08-08,87,262,0,0,681
2025-08-09,80,228,12,36,717
2025-08-10,85,213,11,2,664
2025-08-11,82,214,55,23,671
2025-08-12,83,170,6,0,852
2025-08-13,61,226,0,0,741
2025-08-14,80,159,79,57,713
2025-08-16,60,157,30,171,660
2025-08-18,87,230,9,0,624
2025-08-19,81,249,0,0,765
2025-08-20,81,197,6,16,757
2025-08-21,85,241,0,0,696
2025-08-22,84,195,35,87,678
2025-08-23,70,160,47,80,665
2025-08-24,58,198,37,46,706
2025-08-25,83,261,0,0,581
2025-08-26,76,221,5,29,693
2025-08-27,86,180,15,45,681
2025-08-28,83,207,0,0,705
2025-08-29,85,327,0,0,638
2025-08-30,84,200,1,9,745
2025-08-31,88,121,16,47,753
2025-09-01,83,168,0,0,815
2025-09-02,73,195,0,0,820
2025-09-03,75,173,0,0,860
2025-09-04,87,259,0,0,712
2025-09-05,83,165,0,0,822
2025-09-06,79,197,86,124,604
2025-09-07,79,175,9,0,732
2025-09-08,82,149,1,56,753
2025-09-09,85,86,0,0,840
2025-09-10,83,196,0,0,797
2025-09-11,83,210,6,2,796
2025-09-12,83,206,0,0,725
2025-09-13,87,203,11,52,701
2025-09-14,90,63,0,0,792
2025-09-15,71,170,0,0,844
2025-09-16,79,207,0,0,803
2025-09-17,80,136,0,0,889
2025-09-18,71,191,1,64,715
2025-09-19,87,166,0,0,759
2025-09-20,79,263,0,0,750
2025-09-21,76,41,0,0,960
2025-09-22,81,51,0,0,918
2025-09-23,86,68,0,0,883
2025-09-24,87,90,0,0,821
2025-09-25,77,163,0,0,852
2025-09-26,84,124,0,0,861
2025-09-27,66,214,0,0,766
2025-09-28,76,245,7,29,721
2025-09-29,82,207,0,0,772
2025-09-30,74,223,0,0,765
2025-10-01,67,151,0,0,785
2025-10-02,85,166,0,0,802
2025-10-03,81,152,4,32,766
2025-10-04,84,250,0,0,643
2025-10-05,76,183,8,0,892
2025-10-06,86,241,14,23,642
2025-10-07,79,250,1,29,759
2025-10-08,80,173,5,29,710
2025-10-09,81,181,0,0,764
2025-10-10,80,172,8,35,713
2025-10-11,81,323,14,0,571
2025-10-12,77,170,2,54,606
2025-10-13,73,166,7,31,639
2025-10-14,84,142,1,65,714
2025-10-15,80,173,3,21,872
2025-10-16,80,237,15,25,699
2025-10-17,77,214,4,37,712
2025-10-18,85,254,7,42,677
2025-10-19,81,229,34,75,643
2025-10-21,83,174,0,0,812
2025-10-22,79,183,0,0,821
2025-10-23,68,204,0,0,777
2025-10-24,83,85,0,0,396
