date,sleep_quality,light,moderate,heavy,rest
2025-08-10,60,87,5,255,780
2025-08-11,65,171,75,56,751
2025-08-12,68,134,0,0,1010
2025-08-14,56,149,54,156,850
2025-08-15,61,94,14,13,943
2025-08-16,73,104,24,197,764
2025-08-17,70,67,13,194,796
2025-08-18,70,161,0,0,836
2025-08-19,60,42,0,0,1115
2025-08-20,55,99,8,0,1077
2025-08-22,75,166,35,113,758
2025-08-23,68,125,24,110,770
2025-08-25,66,20,0,0,1130
2025-08-26,68,63,12,172,957
2025-08-27,67,180,0,0,906
2025-08-28,65,110,0,0,950
2025-09-01,68,79,0,0,1028
2025-09-03,69,49,0,0,1188
2025-09-05,73,88,3,109,843
2025-09-06,69,145,47,168,694
2025-09-08,68,83,7,282,734
2025-09-09,57,207,0,0,842
2025-09-10,68,154,8,3,868
2025-09-11,67,77,2,129,944
2025-09-12,59,112,23,15,915
2025-09-15,65,189,10,45,1010
2025-09-18,70,203,0,65,783
2025-09-19,64,126,0,0,990
2025-09-20,55,188,110,466,407
2025-09-21,62,118,56,223,741
2025-09-23,62,180,0,0,945
2025-09-24,76,190,0,0,762
2025-09-25,64,238,3,130,732
2025-09-27,72,94,18,156,664
2025-09-29,67,301,12,0,860
2025-10-03,69,129,2,35,859
2025-10-04,51,182,8,0,933
2025-10-06,67,234,1,174,659
2025-10-07,62,193,25,186,750
2025-10-08,66,289,52,37,746
2025-10-09,58,214,4,142,739
2025-10-10,63,116,0,0,887
2025-10-13,62,166,0,0,1047
2025-10-14,57,138,14,267,571
2025-10-15,52,178,0,0,862
2025-10-16,62,204,5,6,916
2025-10-17,73,287,20,5,687
2025-10-18,58,58,5,220,843
2025-10-19,55,184,35,96,822
2025-10-20,58,191,35,45,935
2025-10-21,69,236,0,0,927
2025-10-22,71,193,3,123,735
2025-10-23,59,199,9,2,919
2025-10-24,72,112,0,0,189
