date,week
2022-03-25,WD_0
2022-03-24,WD_0
2022-03-23,WD_0
2022-03-22,WD_0
2022-03-21,WD_0
2022-03-20,WE_0
2022-03-19,WE_0
2022-03-18,WD_0
2022-03-17,WD_0
2022-03-16,WD_0
2022-03-15,WD_0
2022-03-14,WD_0
2022-03-13,WE_0
2022-03-13,WE_0
2022-03-12,WE_0
2022-03-11,WD_0
2022-03-10,WD_0
2022-03-09,WD_0
2022-03-08,WD_0
2022-03-07,WD_0
2022-03-05,WE_0
2022-03-04,WD_0
2022-03-03,WD_0
2022-03-02,WD_0
2022-03-01,WD_0
2022-02-28,WD_0
2022-02-27,WE_0
2022-02-26,WE_0
2022-02-25,WD_0
2022-02-24,WD_0
2022-02-23,WD_0
2022-02-22,WD_0
2022-02-21,WD_0
2022-02-20,WE_0
2022-02-19,WE_0
2022-02-18,WD_0
2022-02-17,WD_0
2022-02-16,WD_0
2022-02-15,WD_0
2022-02-14,WD_0
2022-02-12,WE_0
2022-02-11,WD_0
2022-02-10,WD_0
2022-02-09,WD_0
2022-02-08,WD_0
2022-02-07,WD_0
2022-02-06,WE_0
2022-02-04,WD_0
2022-02-03,WD_0
2022-02-02,WD_0
2022-02-01,WD_0
2022-01-31,WD_0
2022-01-29,WE_0
2022-01-28,WD_0
2022-01-27,WD_0
2022-01-26,WD_0
2022-01-25,WD_0
2022-01-24,WD_0
2022-01-23,WE_0
2022-01-22,WE_0
2022-01-21,WD_0
2022-01-20,WD_0
2022-01-19,WD_0
2022-01-18,WD_0
2022-01-17,WD_0
2022-01-16,WE_0
2022-01-15,WE_0
2022-01-14,WD_0
2022-01-13,WD_0
2022-01-12,WD_0
2022-01-11,WD_0
2022-01-10,WD_0
2022-01-09,WE_0
2022-01-08,WE_0
2022-01-07,WD_0
2022-01-06,WD_0
2022-01-05,WD_0
2022-01-04,WD_0
2022-01-03,WD_0
2022-01-02,WE_0
2022-01-01,WE_0
2021-12-31,WD_0
2021-12-30,WD_0
2021-12-29,WD_0
2021-12-28,WD_0
2021-12-27,WD_0
2021-12-26,WE_0
2021-12-25,WE_0
2021-12-24,WD_0
2021-12-23,WD_0
2021-12-22,WD_0
2021-12-21,WD_0
2021-12-20,WD_0
2021-12-19,WE_0
2021-12-18,WE_0
2021-12-17,WD_0
2021-12-16,WD_0
2021-12-15,WD_0
2021-12-14,WD_0
2021-12-13,WD_0
2021-12-12,WE_0
2021-12-11,WE_0
2021-12-10,WD_0
2021-12-09,WD_0
2021-12-08,WD_0
2021-12-07,WD_0
2021-12-06,WD_0
2021-12-05,WE_0
2021-12-04,WE_0
2021-12-03,WD_0
2021-12-02,WD_0
2021-12-01,WD_0
2021-11-30,WD_0
2021-11-28,WE_0
