date_time,heart_zone_id,total_minutes
2022-01-01T13:45,FAT_BURN,1
2022-01-01T13:46,FAT_BURN,1
2022-01-01T13:47,FAT_BURN,1
2022-01-01T13:48,FAT_BURN,1
2022-01-01T13:49,FAT_BURN,1
2022-01-01T13:50,FAT_BURN,1
2022-01-02T14:01,FAT_BURN,1
2022-01-03T12:17,FAT_BURN,1
2022-01-03T12:18,FAT_BURN,1
2022-01-03T12:19,FAT_BURN,1
2022-01-03T12:20,FAT_BURN,1
2022-01-03T20:19,FAT_BURN,1
2022-01-04T09:32,FAT_BURN,1
2022-01-04T09:33,FAT_BURN,1
2022-01-04T09:34,FAT_BURN,1
2022-01-04T12:30,FAT_BURN,1
2022-01-04T12:31,FAT_BURN,1
2022-01-04T12:32,CARDIO,2
2022-01-04T12:33,CARDIO,2
2022-01-04T12:34,CARDIO,2
2022-01-04T12:35,FAT_BURN,1
2022-01-04T12:36,CARDIO,2
2022-01-04T12:37,FAT_BURN,1
2022-01-04T12:39,FAT_BURN,1
2022-01-04T12:40,CARDIO,2
2022-01-04T12:41,CARDIO,2
2022-01-04T12:42,FAT_BURN,1
2022-01-04T12:43,FAT_BURN,1
2022-01-04T12:44,FAT_BURN,1
2022-01-04T12:45,FAT_BURN,1
2022-01-04T12:46,FAT_BURN,1
2022-01-04T12:47,FAT_BURN,1
2022-01-04T12:48,FAT_BURN,1
2022-01-04T12:50,FAT_BURN,1
2022-01-04T12:51,FAT_BURN,1
2022-01-04T12:52,FAT_BURN,1
2022-01-05T16:07,FAT_BURN,1
2022-01-05T16:08,FAT_BURN,1
2022-01-06T11:22,FAT_BURN,1
2022-01-06T16:58,CARDIO,2
2022-01-06T16:59,CARDIO,2
2022-01-06T17:00,FAT_BURN,1
2022-01-06T17:01,FAT_BURN,1
2022-01-06T17:02,FAT_BURN,1
2022-01-06T17:03,FAT_BURN,1
2022-01-06T17:04,FAT_BURN,1
2022-01-06T17:05,FAT_BURN,1
2022-01-06T17:06,FAT_BURN,1
2022-01-06T17:07,CARDIO,2
2022-01-06T17:08,CARDIO,2
2022-01-06T17:09,CARDIO,2
2022-01-06T17:10,CARDIO,2
2022-01-06T17:11,CARDIO,2
2022-01-06T17:12,FAT_BURN,1
2022-01-07T19:57,FAT_BURN,1
2022-01-09T09:50,FAT_BURN,1
2022-01-09T09:51,FAT_BURN,1
2022-01-09T10:11,FAT_BURN,1
2022-01-09T10:12,FAT_BURN,1
2022-01-09T10:13,FAT_BURN,1
2022-01-09T10:14,FAT_BURN,1
2022-01-09T10:15,FAT_BURN,1
2022-01-10T06:55,FAT_BURN,1
2022-01-10T08:52,FAT_BURN,1
2022-01-10T09:44,FAT_BURN,1
2022-01-10T09:45,FAT_BURN,1
2022-01-10T09:46,FAT_BURN,1
2022-01-10T09:47,FAT_BURN,1
