date,sleep_quality,light,moderate,heavy,rest
2022-07-19,73,342,92,14,460
2022-07-20,81,244,130,14,582
2022-07-21,73,216,94,8,582
2022-07-22,64,254,108,28,502
2022-07-23,80,449,123,41,298
2022-07-24,69,290,165,32,409
2022-07-25,75,264,60,33,603
2022-07-26,73,333,56,25,477
2022-07-27,64,287,116,26,528
2022-07-28,83,254,100,34,504
2022-07-31,71,363,10,0,575
2022-08-01,82,13,0,0,882
2022-08-02,76,45,0,0,817
2022-08-03,76,114,0,0,790
2022-08-04,82,10,0,0,886
2022-08-09,81,296,82,46,485
2022-08-10,42,265,118,44,573
2022-08-11,73,302,130,31,523
2022-08-12,78,223,171,13,520
2022-08-14,78,244,136,109,446
2022-08-15,89,247,58,48,408
2022-08-16,71,334,99,44,417
2022-08-17,69,430,83,30,446
2022-08-18,72,410,59,19,461
2022-08-19,83,361,106,18,457
2022-08-20,77,398,185,13,362
2022-08-21,82,215,142,59,428
2022-08-22,64,496,143,16,241
2022-08-23,63,258,81,14,650
2022-08-24,64,186,41,2,726
2022-08-25,78,58,104,14,770
2022-08-26,70,59,56,46,815
2022-08-27,71,322,52,4,638
2022-08-28,75,378,151,11,478
2022-08-29,75,282,51,17,624
2022-08-30,72,178,20,17,777
2022-08-31,76,59,39,10,801
2022-09-01,87,259,159,51,429
2022-09-02,86,339,139,6,373
2022-09-03,79,288,118,33,486
2022-09-04,83,387,53,24,398
2022-09-05,73,439,88,22,500
2022-09-06,86,248,96,21,531
2022-09-07,77,372,99,36,424
2022-09-08,81,304,161,51,437
2022-09-09,72,306,47,6,585
2022-09-10,82,339,164,49,367
2022-09-11,79,295,0,0,615
2022-09-12,72,422,137,34,444
2022-09-13,80,352,92,57,418
2022-09-14,84,230,163,47,510
2022-09-15,88,271,11,38,541
2022-09-16,84,346,63,17,501
2022-09-17,70,455,17,4,579
2022-09-18,73,267,178,68,356
2022-09-19,81,207,37,17,650
2022-09-20,80,199,47,7,639
2022-09-21,82,208,51,12,619
2022-09-22,80,215,46,12,628
2022-09-23,82,250,36,14,610
2022-09-24,60,381,8,9,502
2022-09-25,84,240,49,31,602
2022-09-26,81,225,28,24,616
2022-09-27,84,218,38,12,615
2022-09-28,83,197,37,17,660
2022-09-29,78,209,45,14,629
2022-09-30,62,285,20,23,548
2022-10-01,51,443,40,25,495
2022-10-02,80,269,78,18,506
2022-10-04,74,245,48,30,566
2022-10-05,82,225,40,14,589
2022-10-06,85,183,51,37,603
2022-10-07,79,272,43,11,582
2022-10-08,83,336,28,26,513
2022-10-09,84,295,74,17,489
2022-10-10,81,212,92,35,537
2022-10-11,71,261,37,17,585
2022-10-12,87,235,58,42,564
2022-10-13,82,228,82,25,577
2022-10-14,72,232,80,56,504
2022-10-15,82,365,35,55,430
2022-10-16,75,238,84,35,574
2022-10-17,74,184,57,45,641
2022-10-18,80,219,68,38,414
2022-10-21,76,216,92,66,375
2022-10-23,63,321,77,39,490
2022-10-24,83,263,55,14,458
2022-10-25,84,280,60,18,507
2022-10-26,85,204,61,37,431
2022-10-28,84,219,69,25,509
2022-10-29,84,262,141,70,367
2022-10-30,83,335,123,34,441
2022-10-31,74,233,137,36,462
2022-11-01,77,220,96,39,423
2022-11-02,74,212,58,25,516
2022-11-03,75,232,70,39,547
2022-11-04,75,236,43,10,513
2022-11-05,81,313,53,50,480
2022-11-06,69,287,87,13,501
2022-11-07,81,368,97,34,352
2022-11-08,74,380,39,22,427
2022-11-09,83,408,19,8,466
2022-11-10,78,364,52,34,464
2022-11-11,83,322,96,43,453
2022-11-12,72,420,45,5,410
2022-11-13,79,446,16,3,504
2022-11-14,75,457,0,0,557
2022-11-15,76,383,38,14,483
2022-11-16,78,368,35,2,536
2022-11-17,72,368,61,27,442
2022-11-18,82,480,48,6,399
2022-11-19,82,427,11,14,466
2022-11-20,82,302,29,3,552
2022-11-21,77,360,34,33,493
2022-11-22,83,425,34,11,447
2022-11-23,80,331,101,61,451
2022-11-24,83,357,68,29,461
2022-11-25,77,530,64,6,334
2022-11-26,81,350,33,47,510
2022-11-27,66,338,142,24,416
2022-11-28,81,315,41,14,676
2022-11-29,86,324,11,10,552
2022-11-30,86,184,64,41,600
2022-12-01,86,290,34,23,540
2022-12-02,73,261,28,50,564
2022-12-03,75,322,24,12,537
2022-12-04,80,245,30,14,582
2022-12-05,79,251,55,32,590
2022-12-06,81,323,71,30,508
2022-12-07,72,267,32,21,607
2022-12-08,84,306,33,21,440
2022-12-09,76,339,111,36,395
2022-12-10,73,27,0,0,920
2022-12-11,74,56,0,0,831
2022-12-12,73,80,0,0,852
2022-12-13,78,172,24,9,723
2022-12-14,83,224,90,22,567
2022-12-15,77,242,45,25,613
2022-12-16,77,303,59,31,543
2022-12-17,80,254,94,32,593
2022-12-18,79,204,21,3,690
2022-12-19,77,303,70,14,552
2022-12-20,75,287,103,38,463
2022-12-21,57,353,34,16,582
2022-12-22,79,219,53,23,621
2022-12-23,81,245,167,26,525
2022-12-24,78,444,20,0,553
2022-12-25,81,68,10,0,841
2022-12-26,72,307,10,22,595
2022-12-27,77,339,42,31,497
2022-12-28,73,104,0,0,795
2022-12-29,80,369,141,28,355
2022-12-30,74,409,36,13,461
2022-12-31,81,241,123,7,547
2023-01-01,71,206,200,18,586
2023-01-02,71,269,106,15,465
2023-01-03,75,319,29,23,454
2023-01-04,67,218,127,15,551
2023-01-05,68,310,69,58,478
2023-01-06,73,320,25,14,514
2023-01-07,87,435,58,5,395
2023-01-08,68,348,19,14,653
2023-01-09,86,205,55,41,588
2023-01-10,72,185,68,68,567
2023-01-11,85,239,74,54,515
2023-01-12,78,257,8,23,601
2023-01-13,82,227,37,30,602
2023-01-14,75,323,27,4,467
2023-01-15,80,203,107,27,509
2023-01-16,77,248,39,32,548
2023-01-17,80,199,72,23,596
2023-01-18,72,120,0,0,65
