date,hol_we
2021-11-17,noVALUE
2021-11-09,noVALUE
2021-11-08,noVALUE
2021-11-06,noVALUE
2021-11-05,noVALUE
2021-11-01,VA_0
2021-10-31,WE_0
2021-10-30,noVALUE
2021-10-27,noVALUE
2021-10-25,noVALUE
2021-10-18,noVALUE
2021-10-14,noVALUE
2021-10-13,noVALUE
2021-10-12,noVALUE
2021-10-11,noVALUE
2021-10-07,noVALUE
2021-10-06,noVALUE
2021-10-04,noVALUE
2021-10-01,noVALUE
2021-09-22,noVALUE
2021-09-21,noVALUE
2021-09-17,noVALUE
2021-09-16,noVALUE
2021-09-15,noVALUE
2021-09-14,noVALUE
2021-09-13,noVALUE
2021-09-12,WE_0
2021-09-11,noVALUE
2021-09-08,noVALUE
2021-08-14,noVALUE
2021-08-12,noVALUE
2021-08-01,WE_0
