date,week
2023-09-08,WD_0
2023-09-09,WE_0
2023-09-10,WE_0
2023-09-11,WD_0
2023-09-12,WD_0
2023-09-13,WD_0
2023-09-14,WD_0
2023-09-15,WD_0
2023-09-16,WE_0
2023-09-17,WE_0
2023-09-18,WD_0
2023-09-19,WD_0
2023-09-20,WD_0
2023-09-21,WD_0
2023-09-22,WD_0
2023-09-23,WE_0
2023-09-24,WE_0
2023-09-25,WD_0
2023-09-26,WD_0
2023-09-27,WD_0
2023-09-28,WD_0
2023-09-29,WD_0
2023-09-30,WE_0
2023-10-01,WE_0
2023-10-02,WD_0
2023-10-03,WD_0
2023-10-04,WD_0
2023-10-05,WD_0
2023-10-06,WD_0
2023-10-07,WE_0
2023-10-08,WE_0
2023-10-09,WD_0
2023-10-10,WD_0
2023-10-11,WD_0
2023-10-12,WD_0
2023-10-13,WD_0
2023-10-14,WE_0
2023-10-15,WE_0
2023-10-16,WD_0
2023-10-17,WD_0
2023-10-18,WD_0
2023-10-19,WD_0
2023-10-20,WD_0
2023-10-21,WE_0
2023-10-22,WE_0
2023-10-23,WD_0
2023-10-24,WD_0
2023-10-25,WD_0
2023-10-26,WD_0
2023-10-27,WD_0
2023-10-28,WE_0
2023-10-29,WE_0
2023-10-30,WD_0
2023-10-31,WD_0
2023-11-01,WD_0
2023-11-02,WD_0
2023-11-03,WD_0
2023-11-05,WE_0
2023-11-06,WD_0
2023-11-07,WD_0
2023-11-08,WD_0
2023-11-09,WD_0
2023-11-10,WD_0
2023-11-11,WE_0
2023-11-13,WD_0
2023-11-14,WD_0
2023-11-15,WD_0
2023-11-16,WD_0
2023-11-17,WD_0
2023-11-18,WE_0
2023-11-19,WE_0
2023-11-20,WD_0
2023-11-21,WD_0
2023-11-22,WD_0
2023-11-23,WD_0
2023-11-24,WD_0
2023-11-27,WD_0
2023-11-28,WD_0
2023-11-29,WD_0
2023-12-02,WE_0
2023-12-04,WD_0
2023-12-05,WD_0
2023-12-06,WD_0
2023-12-07,WD_0
2023-12-09,WE_0
2023-12-10,WE_0
2023-12-11,WD_0
2023-12-12,WD_0
2023-12-13,WD_0
2023-12-14,WD_0
2023-12-15,WD_0
2023-12-16,WE_0
2023-12-18,WD_0
2023-12-19,WD_0
2023-12-20,WD_0
2023-12-21,WD_0
2023-12-23,WE_0
2023-12-24,WE_0
2023-12-25,WD_0
2023-12-26,WD_0
2023-12-28,WD_0
2023-12-29,WD_0
2023-12-30,WE_0
2023-12-31,WE_0
2024-01-01,WD_0
2024-01-02,WD_0
2024-01-03,WD_0
2024-01-04,WD_0
2024-01-05,WD_0
2024-01-06,WE_0
2024-01-07,WE_0
2024-01-08,WD_0
2024-01-09,WD_0
2024-01-10,WD_0
2024-01-11,WD_0
2024-01-12,WD_0
2024-01-13,WE_0
2024-01-14,WE_0
2024-01-15,WD_0
2024-01-16,WD_0
