date,week
2024-01-17,WD_0
2024-01-18,WD_0
2024-01-19,WD_0
2024-01-21,WE_0
2024-01-22,WD_0
2024-01-23,WD_0
2024-01-24,WD_0
2024-01-25,WD_0
2024-01-26,WD_0
2024-01-27,WE_0
2024-01-28,WE_0
2024-01-29,WD_0
2024-01-30,WD_0
2024-02-01,WD_0
2024-02-03,WE_0
2024-02-05,WD_0
2024-02-06,WD_0
2024-02-07,WD_0
2024-02-08,WD_0
2024-02-09,WD_0
2024-02-10,WE_0
2024-02-11,WE_0
2024-02-12,WD_0
2024-02-13,WD_0
2024-02-14,WD_0
2024-02-15,WD_0
2024-02-16,WD_0
2024-02-17,WE_0
2024-02-18,WE_0
2024-02-19,WD_0
2024-02-20,WD_0
2024-02-21,WD_0
2024-02-22,WD_0
2024-02-23,WD_0
2024-02-24,WE_0
2024-02-25,WE_0
2024-02-26,WD_0
2024-02-27,WD_0
2024-02-28,WD_0
2024-02-29,WD_0
2024-03-01,WD_0
2024-03-02,WE_0
2024-03-03,WE_0
2024-03-04,WD_0
2024-04-07,WE_0
2024-04-08,WD_0
2024-04-10,WD_0
2024-04-11,WD_0
2024-04-12,WD_0
2024-04-13,WE_0
2024-04-14,WE_0
2024-04-15,WD_0
2024-04-16,WD_0
2024-04-17,WD_0
2024-04-18,WD_0
2024-04-19,WD_0
2024-04-20,WE_0
2024-04-22,WD_0
2024-04-23,WD_0
2024-04-24,WD_0
2024-04-25,WD_0
2024-04-26,WD_0
2024-04-27,WE_0
2024-04-28,WE_0
2024-05-01,WD_0
2024-05-03,WD_0
2024-05-04,WE_0
2024-05-05,WE_0
2024-05-06,WD_0
2024-05-07,WD_0
2024-05-08,WD_0
2024-05-09,WD_0
2024-05-10,WD_0
2024-05-11,WE_0
2024-05-13,WD_0
2024-05-14,WD_0
2024-05-15,WD_0
2024-05-16,WD_0
2024-05-17,WD_0
2024-05-23,WD_0
2024-05-24,WD_0
2024-05-26,WE_0
2024-05-27,WD_0
2024-05-28,WD_0
2024-05-29,WD_0
2024-05-30,WD_0
2024-06-01,WE_0
2024-06-03,WD_0
2024-06-04,WD_0
2024-06-06,WD_0
2024-06-08,WE_0
2024-06-11,WD_0
2024-06-12,WD_0
2024-06-14,WD_0
2024-06-17,WD_0
2024-06-18,WD_0
2024-06-19,WD_0
2024-06-20,WD_0
2024-06-23,WE_0
2024-06-24,WD_0
2024-06-25,WD_0
2024-06-26,WD_0
2024-06-27,WD_0
2024-06-28,WD_0
2024-07-01,WD_0
2024-07-02,WD_0
2024-07-03,WD_0
2024-07-04,WD_0
2024-07-05,WD_0
2024-07-08,WD_0
2024-07-09,WD_0
2024-07-10,WD_0
2024-07-11,WD_0
2024-07-12,WD_0
2024-07-14,WE_0
2024-07-15,WD_0
2024-07-16,WD_0
2024-07-17,WD_0
2024-07-18,WD_0
2024-07-21,WE_0
2024-07-22,WD_0
2024-07-23,WD_0
2024-07-24,WD_0
2024-07-26,WD_0
2024-07-29,WD_0
2024-07-30,WD_0
2024-07-31,WD_0
2024-08-02,WD_0
2024-08-05,WD_0
2024-08-06,WD_0
2024-08-07,WD_0
2024-08-08,WD_0
2024-08-09,WD_0
2024-08-12,WD_0
2024-08-14,WD_0
2024-08-15,WD_0
2024-08-16,WD_0
2024-08-17,WE_0
2024-08-18,WE_0
2024-08-19,WD_0
2024-08-20,WD_0
2024-08-21,WD_0
2024-08-22,WD_0
2024-08-23,WD_0
2024-08-24,WE_0
2024-08-25,WE_0
2024-08-26,WD_0
2024-08-27,WD_0
2024-08-29,WD_0
2024-08-31,WE_0
2024-09-01,WE_0
2024-09-02,WD_0
2024-09-03,WD_0
2024-09-04,WD_0
