date,sleep_quality,light,moderate,heavy,rest
2024-09-05,71,238,36,46,692
2024-09-06,67,207,0,0,839
2024-09-07,65,266,100,153,647
2024-09-09,72,242,53,20,729
2024-09-10,72,269,43,3,680
2024-09-11,74,330,47,9,662
2024-09-12,69,243,131,90,622
2024-09-13,72,173,39,21,806
2024-09-14,76,390,37,12,465
2024-09-15,68,245,86,99,570
2024-09-16,75,371,71,69,522
2024-09-17,65,271,17,13,868
2024-09-18,72,227,65,89,731
2024-09-19,74,290,144,95,438
2024-09-20,54,259,139,79,615
2024-09-23,59,282,73,68,662
2024-09-24,70,267,35,45,691
2024-09-25,68,286,17,11,675
2024-09-26,78,402,51,34,523
2024-09-27,75,333,83,50,624
2024-09-28,77,270,130,116,410
2024-09-29,84,234,86,131,250
2024-10-01,77,294,47,61,639
2024-10-02,69,373,41,34,564
2024-10-03,81,275,89,122,555
2024-10-04,69,299,28,39,728
2024-10-05,58,289,88,148,569
2024-10-07,74,392,68,52,528
2024-10-08,63,380,13,0,675
2024-10-09,79,370,70,56,577
2024-10-10,75,449,110,35,431
2024-10-11,73,393,31,33,589
2024-10-12,74,370,89,120,533
2024-10-14,79,445,51,9,500
2024-10-15,69,245,22,49,708
2024-10-16,81,303,103,85,517
2024-10-17,65,368,84,57,634
2024-10-18,65,313,26,32,770
2024-10-19,54,232,108,127,697
2024-10-20,69,230,66,82,510
2024-10-21,72,328,66,35,611
2024-10-22,68,414,68,17,572
2024-10-23,76,345,89,78,499
2024-10-24,70,410,77,32,584
2024-10-25,62,360,67,49,650
2024-10-26,81,342,57,91,317
2024-10-27,86,43,0,0,837
2024-10-28,74,371,53,14,447
2024-10-30,73,267,12,3,772
2024-10-31,75,318,62,11,560
2024-11-01,60,227,133,188,511
2024-11-04,81,187,24,30,595
2024-11-05,75,341,59,37,584
2024-11-06,75,405,60,39,527
2024-11-08,74,286,35,29,740
2024-11-09,68,319,65,144,451
2024-11-10,65,227,100,104,735
2024-11-11,76,472,18,12,502
2024-11-12,76,286,46,0,793
2024-11-13,72,275,45,11,733
2024-11-14,69,350,29,38,656
2024-11-15,68,283,73,38,845
2024-11-16,74,235,107,114,460
2024-11-17,63,279,110,141,527
2024-11-18,74,250,40,15,680
2024-11-19,66,281,32,6,820
2024-11-20,79,263,0,0,742
2024-11-21,69,337,60,23,601
2024-11-22,53,256,52,155,506
