date,sleep_quality,light,moderate,heavy,rest
2024-11-25,65,203,36,25,743
2024-11-26,76,322,14,15,673
2024-11-27,62,268,40,5,752
2024-11-28,67,281,27,19,688
2024-11-29,74,296,26,15,786
2024-12-02,72,262,135,49,674
2024-12-03,68,301,73,51,680
2024-12-04,66,307,15,18,816
2024-12-05,74,264,142,46,644
2024-12-06,69,293,8,0,788
2024-12-07,61,226,76,183,773
2024-12-08,75,218,96,134,496
2024-12-09,68,253,59,25,673
2024-12-10,76,225,21,50,730
2024-12-11,67,330,13,28,742
2024-12-12,73,322,90,65,561
2024-12-13,74,309,7,0,641
2024-12-14,72,232,107,154,592
2024-12-15,68,211,110,135,539
2024-12-16,68,348,73,21,644
2024-12-17,78,327,48,24,624
2024-12-18,52,154,8,2,985
2024-12-19,74,202,30,10,820
2024-12-20,72,295,76,84,447
2024-12-23,71,243,107,178,435
2024-12-24,61,205,111,157,582
2024-12-25,79,165,49,40,649
2025-01-07,68,219,65,31,653
2025-01-08,63,314,36,20,669
2025-01-09,76,250,64,61,767
2025-01-10,71,296,25,45,689
2025-01-11,82,349,92,81,424
2025-01-12,62,300,81,149,646
2025-01-24,61,190,8,0,903
2025-01-25,81,280,122,127,281
2025-01-26,75,248,55,96,329
2025-01-27,66,205,71,20,732
2025-01-28,74,196,11,6,846
2025-01-29,73,195,10,2,827
2025-01-30,75,167,51,34,818
2025-01-31,68,290,58,71,617
2025-02-01,60,318,70,121,709
2025-02-02,66,301,55,145,601
2025-02-03,70,327,19,15,644
2025-02-04,68,314,7,0,805
2025-02-05,60,233,29,7,974
2025-02-06,71,227,52,14,737
2025-02-07,69,201,37,46,780
2025-02-08,64,204,121,138,641
2025-02-09,64,294,53,37,692
2025-02-10,78,218,28,47,707
2025-02-11,68,268,25,3,710
2025-02-12,59,312,0,0,853
2025-02-13,78,227,59,45,686
2025-02-14,71,250,20,16,789
2025-02-15,82,219,106,120,383
2025-02-16,69,277,107,128,693
2025-02-18,81,56,0,0,789
2025-02-19,76,231,18,63,301
2025-02-20,72,190,84,72,726
2025-02-21,75,231,0,0,866
2025-02-22,82,263,112,110,289
2025-02-23,82,238,57,93,354
2025-02-24,73,201,55,9,757
2025-02-25,71,134,31,20,800
2025-02-26,71,163,0,0,848
2025-02-28,73,166,25,11,823
2025-03-01,52,231,96,144,681
2025-03-03,73,238,52,12,695
2025-03-04,77,231,20,9,747
2025-03-05,72,179,0,0,837
2025-03-06,66,176,104,38,816
2025-03-08,83,318,98,121,355
2025-03-11,73,215,9,2,823
2025-03-12,74,250,0,0,761
2025-03-13,74,236,69,12,668
2025-03-14,68,223,6,7,839
2025-03-15,70,333,76,69,440
2025-03-16,65,325,88,71,616
2025-03-17,77,231,32,30,727
2025-03-18,71,232,0,0,825
2025-03-19,72,212,74,29,742
2025-03-20,73,178,19,0,907
2025-03-21,75,203,0,0,745
2025-03-22,78,325,64,58,302
2025-03-22,57,325,64,58,302
2025-03-23,81,203,77,54,474
2025-03-25,70,309,7,0,700
2025-03-26,72,198,10,0,817
2025-03-28,77,364,33,31,516
2025-03-30,67,197,152,108,318
2025-04-01,70,258,11,0,792
2025-04-02,77,243,0,0,790
2025-04-03,67,200,68,43,881
2025-04-04,63,256,8,4,763
2025-04-05,59,250,82,89,759
2025-04-07,69,297,61,12,676
2025-04-08,60,273,0,0,792
2025-04-09,73,241,19,4,770
2025-04-10,63,226,77,29,773
2025-04-11,67,233,25,13,800
2025-04-12,84,255,57,57,394
2025-04-14,71,276,50,18,705
2025-04-15,64,271,0,0,834
2025-04-16,76,245,0,0,803
2025-04-17,69,241,68,17,742
2025-04-18,64,265,41,9,811
2025-04-19,73,271,36,51,407
2025-04-20,75,232,102,31,558
2025-04-28,67,122,76,6,891
2025-04-29,64,82,0,0,1027
2025-04-30,72,50,0,0,943
2025-05-01,71,290,82,79,574
2025-05-05,67,216,44,0,751
2025-05-06,75,240,0,0,770
2025-05-07,74,265,0,0,740
2025-05-08,74,255,61,2,726
2025-05-09,70,179,0,0,878
2025-05-10,81,348,80,116,483
2025-05-11,65,264,68,58,715
2025-05-12,74,251,16,0,653
2025-05-13,62,211,35,5,889
2025-05-14,78,204,3,15,799
2025-05-15,75,234,84,20,671
2025-05-16,69,218,0,0,839
2025-05-17,68,275,134,131,425
2025-05-19,77,255,70,2,699
2025-05-20,69,220,0,0,867
2025-05-22,70,214,55,10,807
2025-05-23,78,211,0,0,847
2025-05-26,73,271,64,15,673
2025-05-27,55,262,0,0,855
2025-05-28,76,232,8,9,786
2025-05-29,68,226,50,30,718
2025-05-31,83,366,80,72,427
2025-06-02,76,278,117,102,512
2025-06-03,73,220,0,0,813
2025-06-04,75,195,0,0,869
2025-06-05,77,254,74,6,704
2025-06-07,73,493,59,78,403
2025-06-08,65,319,63,38,580
2025-06-09,71,260,65,34,678
2025-06-11,77,183,55,57,788
2025-06-12,78,228,65,25,700
2025-06-13,67,260,15,11,771
2025-06-14,71,293,107,101,466
2025-06-15,49,261,74,42,872
2025-06-16,72,213,48,8,803
2025-06-18,74,241,15,11,753
2025-06-19,77,265,44,21,661
2025-06-20,65,303,25,8,743
2025-06-22,67,401,76,59,564
2025-06-23,73,255,53,8,707
2025-06-24,67,209,17,14,1003
2025-06-27,73,252,22,32,735
2025-06-28,62,291,89,59,693
2025-06-29,84,288,27,27,379
2025-07-02,78,238,51,28,687
2025-07-03,76,192,77,43,685
2025-07-04,71,211,15,5,852
2025-07-05,78,277,92,137,352
2025-07-06,72,359,57,46,357
2025-07-07,61,295,14,1,866
2025-07-08,71,188,73,12,799
2025-07-09,72,218,24,33,756
2025-07-10,77,186,93,12,779
2025-07-12,58,268,89,115,545
2025-07-14,81,225,83,50,674
2025-07-15,77,161,0,0,894
2025-07-16,77,285,60,19,710
2025-07-17,65,151,11,0,873
2025-09-05,67,195,19,11,937
2025-09-06,68,290,119,99,504
2025-09-07,60,239,95,91,579
2025-09-08,67,225,0,0,839
2025-09-10,74,256,28,12,736
2025-09-11,59,198,14,25,852
2025-09-12,71,240,32,12,674
2025-09-13,69,266,152,63,569
2025-09-14,56,261,78,49,676
2025-09-15,81,213,44,15,681
2025-09-16,62,178,26,28,979
2025-09-17,71,185,63,4,799
2025-09-18,69,201,0,0,814
2025-09-19,75,261,0,0,716
2025-09-20,73,284,109,114,391
2025-09-22,74,311,48,43,626
2025-09-23,69,298,58,60,568
2025-09-24,75,306,68,46,600
2025-09-25,68,362,45,28,636
2025-09-27,68,310,92,104,682
2025-09-29,74,337,36,24,611
2025-09-30,71,360,64,23,583
2025-10-01,61,249,52,3,915
2025-10-02,66,353,11,12,653
2025-10-03,74,244,99,97,424
2025-10-06,72,294,40,25,658
2025-10-07,70,260,19,14,727
2025-10-08,74,339,61,42,599
2025-10-09,70,295,55,32,639
2025-10-10,64,341,40,50,692
2025-10-11,61,265,65,72,829
2025-10-12,65,314,67,49,631
2025-10-13,78,286,0,0,757
2025-10-14,62,310,39,8,698
2025-10-15,69,326,6,2,737
2025-10-16,64,350,6,0,669
2025-10-17,64,364,7,2,738
2025-10-18,78,297,89,98,401
