date,week
2025-05-12,WD_0
2025-05-13,WD_0
2025-05-14,WD_0
2025-05-15,WD_0
2025-05-16,WD_0
2025-05-17,WE_0
2025-05-19,WD_0
2025-05-20,WD_0
2025-05-22,WD_0
2025-05-23,WD_0
2025-05-26,WD_0
2025-05-27,WD_0
2025-05-28,WD_0
2025-05-29,WD_0
2025-05-31,WE_0
2025-06-02,WD_0
2025-06-03,WD_0
2025-06-04,WD_0
2025-06-05,WD_0
2025-06-07,WE_0
2025-06-08,WE_0
2025-06-09,WD_0
2025-06-11,WD_0
2025-06-12,WD_0
2025-06-13,WD_0
2025-06-14,WE_0
2025-06-15,WE_0
2025-06-16,WD_0
2025-06-18,WD_0
2025-06-19,WD_0
2025-06-20,WD_0
2025-06-22,WE_0
2025-06-23,WD_0
2025-06-24,WD_0
2025-06-27,WD_0
2025-06-28,WE_0
2025-06-29,WE_0
2025-07-02,WD_0
2025-07-03,WD_0
2025-07-04,WD_0
2025-07-05,WE_0
2025-07-06,WE_0
2025-07-07,WD_0
2025-07-08,WD_0
2025-07-09,WD_0
2025-07-10,WD_0
2025-07-12,WE_0
2025-07-14,WD_0
2025-07-15,WD_0
2025-07-16,WD_0
2025-07-17,WD_0
2025-09-05,WD_0
2025-09-06,WE_0
2025-09-07,WE_0
2025-09-08,WD_0
2025-09-10,WD_0
2025-09-11,WD_0
2025-09-12,WD_0
2025-09-13,WE_0
2025-09-14,WE_0
2025-09-15,WD_0
2025-09-16,WD_0
2025-09-17,WD_0
2025-09-18,WD_0
2025-09-19,WD_0
2025-09-20,WE_0
2025-09-22,WD_0
2025-09-23,WD_0
2025-09-24,WD_0
2025-09-25,WD_0
2025-09-27,WE_0
2025-09-29,WD_0
2025-09-30,WD_0
2025-10-01,WD_0
2025-10-02,WD_0
2025-10-03,WD_0
2025-10-06,WD_0
2025-10-07,WD_0
2025-10-08,WD_0
2025-10-09,WD_0
2025-10-10,WD_0
2025-10-11,WE_0
2025-10-12,WE_0
2025-10-13,WD_0
2025-10-14,WD_0
2025-10-15,WD_0
2025-10-16,WD_0
2025-10-17,WD_0
2025-10-18,WE_0
