date_time,heart_zone_id,total_minutes
2022-07-01T07:22,FAT_BURN,1
2022-07-01T07:23,FAT_BURN,1
2022-07-01T07:26,FAT_BURN,1
2022-07-01T07:27,FAT_BURN,1
2022-07-01T07:28,FAT_BURN,1
2022-07-01T07:42,FAT_BURN,1
2022-07-01T07:43,FAT_BURN,1
2022-07-01T07:44,FAT_BURN,1
2022-07-01T07:45,FAT_BURN,1
2022-07-01T07:46,FAT_BURN,1
2022-07-01T07:47,FAT_BURN,1
2022-07-01T07:48,FAT_BURN,1
2022-07-01T07:49,FAT_BURN,1
2022-07-01T07:50,FAT_BURN,1
2022-07-01T07:51,FAT_BURN,1
2022-07-01T07:52,FAT_BURN,1
2022-07-01T07:53,FAT_BURN,1
2022-07-01T07:54,FAT_BURN,1
2022-07-01T07:59,FAT_BURN,1
2022-07-01T08:00,FAT_BURN,1
2022-07-01T08:01,FAT_BURN,1
2022-07-01T08:02,FAT_BURN,1
2022-07-01T08:03,FAT_BURN,1
2022-07-01T08:05,FAT_BURN,1
2022-07-01T08:18,FAT_BURN,1
2022-07-01T08:19,FAT_BURN,1
2022-07-01T08:20,FAT_BURN,1
2022-07-01T08:21,FAT_BURN,1
2022-07-01T08:22,FAT_BURN,1
2022-07-01T08:23,FAT_BURN,1
2022-07-01T08:24,FAT_BURN,1
2022-07-01T08:28,FAT_BURN,1
2022-07-01T08:29,FAT_BURN,1
2022-07-01T08:30,FAT_BURN,1
2022-07-01T08:31,FAT_BURN,1
2022-07-01T08:32,FAT_BURN,1
2022-07-01T09:37,FAT_BURN,1
2022-07-01T09:43,FAT_BURN,1
2022-07-01T09:44,FAT_BURN,1
2022-07-01T12:27,FAT_BURN,1
2022-07-01T12:28,FAT_BURN,1
2022-07-01T12:29,FAT_BURN,1
2022-07-01T12:30,FAT_BURN,1
2022-07-01T12:31,FAT_BURN,1
2022-07-01T12:32,FAT_BURN,1
2022-07-01T12:33,FAT_BURN,1
2022-07-01T12:34,FAT_BURN,1
2022-07-01T12:35,FAT_BURN,1
2022-07-01T12:36,FAT_BURN,1
2022-07-01T12:37,FAT_BURN,1
2022-07-01T12:38,FAT_BURN,1
2022-07-01T12:39,FAT_BURN,1
2022-07-01T12:53,FAT_BURN,1
2022-07-01T12:54,FAT_BURN,1
2022-07-01T12:55,FAT_BURN,1
2022-07-01T12:56,FAT_BURN,1
2022-07-01T12:57,FAT_BURN,1
2022-07-01T12:58,FAT_BURN,1
2022-07-01T18:45,FAT_BURN,1
2022-07-01T18:46,FAT_BURN,1
2022-07-01T18:47,FAT_BURN,1
2022-07-01T18:48,FAT_BURN,1
2022-07-01T18:49,FAT_BURN,1
2022-07-01T18:50,FAT_BURN,1
2022-07-01T18:51,FAT_BURN,1
2022-07-01T18:54,FAT_BURN,1
2022-07-01T18:55,FAT_BURN,1
2022-07-01T18:56,FAT_BURN,1
2022-07-01T18:57,FAT_BURN,1
2022-07-01T18:58,FAT_BURN,1
2022-07-01T19:00,FAT_BURN,1
2022-07-01T19:01,FAT_BURN,1
2022-07-01T19:32,FAT_BURN,1
2022-07-01T19:50,FAT_BURN,1
2022-07-01T19:51,FAT_BURN,1
2022-07-01T19:52,FAT_BURN,1
2022-07-01T19:53,FAT_BURN,1
2022-07-01T19:54,FAT_BURN,1
2022-07-01T19:55,FAT_BURN,1
2022-07-01T19:56,CARDIO,2
2022-07-01T19:57,FAT_BURN,1
2022-07-01T20:04,FAT_BURN,1
2022-07-01T20:05,FAT_BURN,1
2022-07-01T20:06,FAT_BURN,1
2022-07-01T20:07,FAT_BURN,1
2022-07-01T20:15,FAT_BURN,1
2022-07-01T20:16,CARDIO,2
2022-07-01T20:17,CARDIO,2
2022-07-01T20:18,CARDIO,2
2022-07-01T21:35,CARDIO,2
2022-07-01T21:36,CARDIO,2
2022-07-01T21:37,CARDIO,2
2022-07-01T21:38,CARDIO,2
2022-07-03T09:46,FAT_BURN,1
2022-07-03T09:47,FAT_BURN,1
2022-07-03T09:48,FAT_BURN,1
2022-07-03T09:49,FAT_BURN,1
2022-07-03T09:50,FAT_BURN,1
2022-07-03T09:51,FAT_BURN,1
2022-07-03T09:52,FAT_BURN,1
2022-07-03T09:54,FAT_BURN,1
2022-07-03T09:55,FAT_BURN,1
2022-07-03T09:56,FAT_BURN,1
2022-07-03T09:57,FAT_BURN,1
2022-07-03T09:58,FAT_BURN,1
2022-07-03T09:59,FAT_BURN,1
2022-07-03T10:17,FAT_BURN,1
2022-07-03T10:25,FAT_BURN,1
2022-07-03T10:26,FAT_BURN,1
2022-07-03T10:27,FAT_BURN,1
2022-07-03T10:28,FAT_BURN,1
2022-07-03T10:29,FAT_BURN,1
2022-07-03T10:30,FAT_BURN,1
2022-07-03T10:31,FAT_BURN,1
2022-07-03T10:32,FAT_BURN,1
2022-07-03T10:33,FAT_BURN,1
2022-07-03T10:34,FAT_BURN,1
2022-07-03T10:35,FAT_BURN,1
2022-07-03T10:36,FAT_BURN,1
2022-07-03T10:37,FAT_BURN,1
2022-07-03T10:38,FAT_BURN,1
2022-07-03T10:39,FAT_BURN,1
2022-07-03T10:40,FAT_BURN,1
2022-07-03T10:44,FAT_BURN,1
2022-07-03T10:45,FAT_BURN,1
2022-07-03T10:46,FAT_BURN,1
2022-07-03T10:47,FAT_BURN,1
2022-07-03T10:48,FAT_BURN,1
2022-07-03T10:49,FAT_BURN,1
2022-07-03T10:50,FAT_BURN,1
2022-07-03T11:01,FAT_BURN,1
2022-07-03T11:02,FAT_BURN,1
2022-07-03T11:03,FAT_BURN,1
2022-07-03T11:04,FAT_BURN,1
2022-07-03T11:05,FAT_BURN,1
2022-07-03T11:06,FAT_BURN,1
2022-07-03T11:07,FAT_BURN,1
2022-07-03T11:08,FAT_BURN,1
2022-07-03T11:10,FAT_BURN,1
2022-07-03T11:13,FAT_BURN,1
2022-07-03T11:14,FAT_BURN,1
2022-07-03T11:15,FAT_BURN,1
2022-07-03T11:16,FAT_BURN,1
2022-07-03T12:24,FAT_BURN,1
2022-07-03T12:29,FAT_BURN,1
2022-07-03T12:30,FAT_BURN,1
2022-07-03T12:31,FAT_BURN,1
2022-07-03T12:32,FAT_BURN,1
2022-07-03T12:53,FAT_BURN,1
2022-07-03T12:55,FAT_BURN,1
2022-07-03T12:56,FAT_BURN,1
2022-07-03T12:57,FAT_BURN,1
2022-07-03T12:58,FAT_BURN,1
2022-07-03T12:59,FAT_BURN,1
2022-07-03T13:00,FAT_BURN,1
2022-07-03T13:01,FAT_BURN,1
2022-07-03T13:02,FAT_BURN,1
2022-07-03T13:03,FAT_BURN,1
2022-07-03T13:04,FAT_BURN,1
2022-07-03T13:05,FAT_BURN,1
2022-07-03T13:06,FAT_BURN,1
2022-07-03T13:07,FAT_BURN,1
2022-07-03T13:08,FAT_BURN,1
2022-07-03T13:09,FAT_BURN,1
2022-07-03T13:10,FAT_BURN,1
2022-07-04T15:44,FAT_BURN,1
2022-07-04T15:45,FAT_BURN,1
2022-07-04T15:46,FAT_BURN,1
2022-07-04T15:47,FAT_BURN,1
2022-07-04T18:09,FAT_BURN,1
2022-07-04T18:10,FAT_BURN,1
2022-07-04T18:11,FAT_BURN,1
2022-07-04T18:12,FAT_BURN,1
2022-07-04T18:13,FAT_BURN,1
2022-07-04T18:14,FAT_BURN,1
2022-07-04T18:15,FAT_BURN,1
2022-07-04T18:16,FAT_BURN,1
2022-07-04T18:17,FAT_BURN,1
2022-07-04T18:18,FAT_BURN,1
2022-07-04T18:39,FAT_BURN,1
2022-07-04T18:55,FAT_BURN,1
2022-07-04T19:03,FAT_BURN,1
2022-07-04T19:15,FAT_BURN,1
2022-07-04T19:39,FAT_BURN,1
2022-07-05T12:34,FAT_BURN,1
2022-07-05T12:35,FAT_BURN,1
2022-07-05T12:36,FAT_BURN,1
2022-07-05T12:37,FAT_BURN,1
2022-07-05T12:38,FAT_BURN,1
2022-07-05T13:45,FAT_BURN,1
2022-07-05T13:46,FAT_BURN,1
2022-07-05T13:47,FAT_BURN,1
2022-07-05T13:48,FAT_BURN,1
2022-07-05T13:49,FAT_BURN,1
2022-07-05T13:50,FAT_BURN,1
2022-07-05T13:51,FAT_BURN,1
2022-07-05T13:52,FAT_BURN,1
2022-07-05T13:53,FAT_BURN,1
2022-07-05T13:54,FAT_BURN,1
2022-07-05T13:55,FAT_BURN,1
2022-07-05T13:56,FAT_BURN,1
2022-07-05T16:14,FAT_BURN,1
2022-07-05T16:15,FAT_BURN,1
2022-07-05T16:16,FAT_BURN,1
2022-07-05T16:17,FAT_BURN,1
2022-07-05T16:25,FAT_BURN,1
2022-07-05T16:26,FAT_BURN,1
2022-07-05T16:27,FAT_BURN,1
2022-07-05T16:28,FAT_BURN,1
2022-07-05T16:29,FAT_BURN,1
2022-07-05T16:30,FAT_BURN,1
2022-07-05T16:31,FAT_BURN,1
2022-07-05T17:46,FAT_BURN,1
2022-07-05T17:56,FAT_BURN,1
2022-07-05T17:58,FAT_BURN,1
2022-07-05T21:41,FAT_BURN,1
2022-07-05T21:42,FAT_BURN,1
2022-07-06T07:00,FAT_BURN,1
2022-07-06T15:18,FAT_BURN,1
2022-07-06T15:19,FAT_BURN,1
2022-07-06T15:20,FAT_BURN,1
2022-07-06T15:21,FAT_BURN,1
2022-07-06T15:22,FAT_BURN,1
