date,sleep_quality,light,moderate,heavy,rest
2023-12-10,46,278,25,13,604
2023-12-11,80,344,93,56,427
2023-12-12,84,369,63,35,440
2023-12-13,78,318,114,45,459
2023-12-14,77,371,91,42,399
2023-12-15,73,487,61,23,412
2023-12-16,75,301,20,7,510
2023-12-20,79,9,0,0,930
2023-12-21,75,7,0,0,911
2023-12-22,78,35,0,0,884
2023-12-23,74,20,0,0,867
2023-12-24,81,7,0,0,899
2023-12-25,69,166,0,0,725
2023-12-26,82,275,67,4,486
2023-12-27,82,276,82,12,505
2023-12-28,80,397,89,14,407
2023-12-29,70,392,81,29,361
2023-12-30,75,359,129,11,413
2023-12-31,76,184,48,4,663
2024-01-02,79,381,66,1,480
2024-01-03,77,257,108,5,560
2024-01-04,86,287,57,7,535
2024-01-05,69,381,28,8,493
2024-01-06,76,171,0,0,760
2024-01-07,81,341,11,4,618
2024-01-08,80,196,52,12,635
2024-01-09,82,218,33,23,647
2024-01-10,84,246,31,23,586
2024-01-11,82,273,53,21,611
2024-01-12,81,267,113,39,392
2024-01-14,78,286,44,8,591
2024-01-15,87,152,48,23,673
2024-01-16,82,177,39,25,606
2024-01-17,81,117,28,11,691
2024-01-18,85,169,48,17,615
2024-01-19,74,3,0,0,1029
2024-01-21,86,7,0,0,862
2024-01-23,86,52,0,0,832
2024-01-24,79,39,0,0,861
2024-01-25,81,40,0,0,853
2024-01-26,82,56,0,0,923
2024-01-27,86,28,0,0,832
2024-01-28,86,285,33,14,543
2024-01-29,73,168,17,29,747
2024-01-30,86,27,0,0,844
2024-01-31,80,69,4,22,795
2024-02-01,85,46,0,0,831
2024-02-03,83,365,10,34,422
2024-02-04,85,297,13,26,615
2024-02-05,85,68,0,0,843
2024-02-06,81,52,0,0,872
2024-02-07,86,49,0,0,754
2024-02-09,79,197,16,24,680
2024-02-10,75,355,5,23,610
2024-02-11,77,313,0,0,676
2024-02-12,78,185,14,24,744
2024-02-13,88,109,0,0,782
2024-02-14,87,159,0,0,739
2024-02-15,79,101,0,0,843
2024-02-16,79,273,43,47,542
2024-02-17,67,287,144,79,432
2024-02-18,72,293,35,13,650
2024-02-19,80,118,0,0,774
2024-02-20,77,170,4,31,689
2024-02-21,80,77,16,26,802
2024-02-22,71,87,4,24,862
2024-02-23,72,59,4,24,866
2024-02-25,81,314,22,20,517
2024-02-26,81,63,8,21,845
2024-02-27,72,164,9,45,656
2024-02-28,80,90,0,0,798
2024-02-29,77,159,0,0,782
2024-03-01,75,167,18,9,746
2024-03-02,73,209,34,19,645
2024-03-03,83,236,6,46,498
2024-03-05,78,126,7,36,746
2024-03-06,79,109,0,0,789
2024-03-07,77,171,6,5,716
2024-03-08,79,321,70,37,462
2024-03-09,80,309,52,18,566
2024-03-10,85,211,38,20,532
2024-03-11,71,144,48,10,715
2024-03-12,64,49,0,0,867
2024-03-13,74,161,9,36,736
2024-03-14,79,233,10,4,660
2024-03-15,69,155,10,15,725
2024-03-16,76,415,20,20,503
2024-03-17,76,405,13,0,483
2024-03-18,69,146,18,14,811
2024-03-19,74,169,33,49,637
2024-03-20,69,118,0,0,784
2024-03-21,77,207,20,6,668
2024-03-22,75,226,0,0,682
2024-03-23,71,276,32,23,636
2024-03-24,77,226,52,26,585
2024-03-25,79,90,28,25,764
2024-03-26,65,212,32,27,630
2024-03-27,77,141,8,0,829
2024-03-28,77,229,0,0,673
2024-03-29,66,293,44,63,496
2024-03-30,77,389,14,39,437
2024-03-31,81,82,0,10,787
2024-04-01,69,257,6,0,624
2024-04-02,72,349,33,5,547
2024-04-03,70,293,35,55,618
2024-04-04,78,162,8,27,699
2024-04-05,74,161,24,13,718
2024-04-06,73,367,0,0,493
2024-04-07,75,269,4,12,549
2024-04-08,56,127,5,22,791
2024-04-09,75,151,28,45,687
2024-04-10,68,61,4,24,841
2024-04-11,72,157,63,60,621
2024-04-12,72,153,20,43,704
2024-04-13,73,309,21,28,515
2024-04-14,76,389,14,2,436
2024-04-15,74,333,45,85,463
2024-04-16,72,200,30,41,641
2024-04-17,75,304,34,15,511
2024-04-18,75,303,60,43,450
2024-04-19,79,352,50,23,420
2024-04-20,75,219,12,12,612
2024-04-21,64,188,15,0,666
2024-04-22,71,142,31,34,810
2024-04-23,73,148,4,6,749
2024-04-24,75,58,0,0,857
2024-04-25,73,300,43,17,590
