date,sleep_quality,light,moderate,heavy,rest
2024-04-26,81,126,0,0,781
2024-04-27,75,288,56,18,526
2024-04-28,79,290,21,25,585
2024-04-29,76,164,12,40,684
2024-04-30,82,39,16,28,816
2024-05-01,79,207,7,0,642
2024-05-02,77,71,0,0,243
2024-05-04,73,246,5,9,661
2024-05-05,78,327,55,15,536
2024-05-06,70,100,12,13,890
2024-05-07,81,188,6,23,656
2024-05-08,74,71,14,0,890
2024-05-09,80,55,9,26,780
2024-05-10,77,125,0,0,802
2024-05-11,83,309,10,1,535
2024-05-12,73,313,46,16,541
2024-05-13,72,74,12,0,805
2024-05-14,68,57,0,0,838
2024-05-15,70,174,0,0,718
2024-05-16,71,97,22,18,793
2024-05-17,74,137,11,5,794
2024-05-18,67,328,21,18,626
2024-05-19,83,361,7,5,500
2024-05-20,75,68,0,0,811
2024-05-21,64,247,0,0,609
2024-05-22,76,171,0,0,692
2024-05-23,70,237,5,9,629
2024-05-24,68,239,0,0,692
2024-05-25,78,320,28,3,572
2024-05-26,76,257,17,0,651
2024-05-27,58,210,12,28,719
2024-05-28,59,325,88,110,459
2024-05-29,76,375,33,17,510
2024-05-30,63,230,79,66,565
2024-05-31,70,366,71,120,373
2024-06-01,70,181,27,32,648
2024-06-02,65,299,40,11,650
2024-06-03,81,112,0,0,782
2024-06-04,80,118,2,10,780
2024-06-05,79,135,11,18,747
2024-06-06,72,172,23,40,721
2024-06-07,56,170,27,32,650
2024-06-08,81,237,21,12,594
2024-06-09,59,307,0,0,686
2024-06-10,77,138,13,0,810
2024-06-11,72,60,0,0,839
2024-06-12,63,189,0,0,743
2024-06-13,75,114,7,5,825
2024-06-14,83,142,0,0,755
2024-06-15,79,225,30,18,640
2024-06-16,58,303,8,5,750
2024-06-17,84,119,13,0,750
2024-06-18,76,321,25,20,562
2024-06-19,67,99,0,0,881
2024-06-20,69,45,0,0,944
2024-06-21,77,249,40,96,538
2024-06-22,76,302,28,10,584
2024-06-23,76,360,27,31,485
2024-06-24,72,338,42,58,483
2024-06-25,74,291,0,0,691
2024-06-26,74,100,36,17,756
2024-06-27,62,116,0,0,889
2024-06-28,72,193,37,51,641
2024-06-29,69,367,49,41,457
2024-06-30,74,199,37,21,691
2024-07-01,53,260,37,36,575
2024-07-02,84,267,46,44,516
2024-07-03,79,442,53,74,322
2024-07-04,75,342,90,94,389
2024-07-05,76,440,58,33,394
2024-07-06,57,528,46,45,562
2024-07-07,69,370,29,18,512
2024-07-08,69,83,0,0,868
2024-07-09,69,20,0,0,1000
2024-07-11,50,169,0,0,917
2024-07-12,68,131,0,0,921
2024-07-13,64,418,25,18,580
2024-07-14,79,342,41,45,462
2024-07-15,70,309,120,65,504
2024-07-16,69,248,63,20,624
2024-07-17,73,276,77,43,548
2024-07-18,69,359,87,70,429
2024-07-19,76,246,60,42,585
2024-07-20,71,354,40,31,441
2024-07-21,78,144,26,21,722
2024-07-23,81,115,7,4,765
2024-07-24,75,351,0,0,532
2024-07-25,76,245,111,92,509
2024-07-26,76,218,0,0,701
2024-07-29,79,50,0,0,865
2024-07-30,67,60,0,0,871
2024-07-31,78,125,0,0,805
2024-08-01,70,39,0,0,883
2024-08-02,77,30,0,0,932
2024-08-03,76,53,0,0,872
2024-08-04,79,108,63,42,708
2024-08-05,67,181,7,1,807
2024-08-06,88,172,45,43,542
2024-08-07,80,242,44,32,564
2024-08-08,76,162,46,55,654
2024-08-09,67,322,49,61,505
2024-08-10,68,142,0,0,871
2024-08-12,84,205,99,74,514
2024-08-13,83,161,34,37,702
2024-08-14,77,267,49,55,552
2024-08-15,81,270,41,81,518
2024-08-16,83,338,51,113,406
2024-08-17,74,305,119,94,439
2024-08-18,68,336,100,99,383
2024-08-19,78,311,85,77,435
2024-08-20,80,195,58,47,575
2024-08-21,74,315,128,91,390
2024-08-22,73,269,182,132,366
2024-08-23,77,342,38,136,414
2024-08-24,79,325,63,12,557
2024-08-25,80,122,28,62,712
2024-08-26,69,206,8,14,685
2024-08-27,82,23,0,0,884
2024-08-31,76,252,76,37,579
2024-09-01,82,63,4,10,821
2024-09-07,85,341,121,31,359
2024-09-08,80,308,31,0,576
2024-09-09,78,282,42,64,605
2024-09-10,78,163,70,138,578
2024-09-11,75,147,15,72,694
2024-09-12,81,141,40,85,640
2024-09-13,83,334,70,144,378
2024-09-14,79,396,38,129,326
2024-09-15,82,278,29,60,491
2024-09-16,76,285,87,44,518
2024-09-17,60,350,114,128,323
2024-09-18,82,279,28,60,539
2024-09-19,78,362,39,98,401
2024-09-20,83,378,38,74,463
2024-09-21,80,411,69,77,328
2024-09-22,76,289,80,52,557
2024-09-23,86,169,36,36,639
2024-09-24,66,226,10,45,643
2024-09-25,77,218,42,78,571
2024-09-26,78,237,36,88,579
2024-09-27,80,305,47,58,497
2024-09-28,73,257,38,82,557
2024-09-29,85,318,31,57,436
2024-09-30,84,217,45,67,543
2024-10-01,80,291,32,80,503
2024-10-02,71,191,17,54,539
2024-10-03,71,258,25,62,536
2024-10-04,69,231,8,50,605
2024-10-05,79,274,61,71,462
2024-10-06,80,249,57,53,468
2024-10-07,85,209,37,83,552
2024-10-08,70,252,23,105,501
2024-10-09,79,224,55,98,503
2024-10-10,69,205,62,71,617
2024-10-11,68,173,44,68,588
2024-10-12,82,310,93,90,400
2024-10-13,75,303,23,95,587
2024-10-14,70,189,35,102,581
2024-10-15,83,230,60,96,467
2024-10-16,78,231,31,74,582
2024-10-17,80,250,27,86,493
2024-10-18,74,144,14,61,685
2024-10-19,74,65,0,0,836
2024-10-20,62,77,15,0,765
2024-10-21,71,211,53,101,635
2024-10-22,83,182,54,116,520
2024-10-23,67,205,53,108,534
2024-10-24,82,266,30,84,521
2024-10-25,76,194,50,62,582
2024-10-26,80,351,72,145,327
2024-10-27,72,335,116,121,439
2024-10-28,74,213,55,127,518
2024-10-29,72,239,33,93,553
2024-10-30,79,192,57,122,563
