date,anomalies
2020-03-21,N_0
2020-01-30,N_0
2020-01-29,N_0
2020-01-28,N_0
2020-01-27,N_0
2020-01-26,N_0
2020-01-25,N_0
2020-01-11,N_0
2020-01-10,N_0
2020-01-09,N_0
2020-01-08,N_0
2020-01-07,N_0
2020-01-06,N_0
2020-01-05,N_0
2020-01-03,N_0
2020-01-02,N_0
2019-12-29,N_0
2019-12-28,N_0
2019-12-27,N_0
2019-12-23,N_0
2019-12-22,N_0
2019-12-21,N_0
2019-12-20,N_0
2019-12-19,N_0
2019-12-18,N_0
2019-12-15,N_0
2019-12-14,AN_0
2019-12-13,N_0
2019-12-12,N_0
2019-12-11,N_0
2019-12-10,N_0
2019-11-30,N_0
2019-11-29,AN_0
2019-11-28,N_0
2019-11-27,N_0
2019-11-26,N_0
2019-11-25,N_0
