date_time,heart_zone_id,total_minutes
2023-12-04T13:26,FAT_BURN,1
2023-12-04T13:32,FAT_BURN,1
2023-12-04T13:33,FAT_BURN,1
2023-12-04T13:34,FAT_BURN,1
2023-12-04T13:58,FAT_BURN,1
2023-12-04T13:59,FAT_BURN,1
2023-12-04T14:02,FAT_BURN,1
2023-12-04T14:25,FAT_BURN,1
2023-12-04T14:26,FAT_BURN,1
2023-12-04T14:27,FAT_BURN,1
2023-12-04T14:28,FAT_BURN,1
2023-12-04T14:29,FAT_BURN,1
2023-12-04T14:30,FAT_BURN,1
2023-12-12T12:40,FAT_BURN,1
2023-12-12T12:41,CARDIO,2
2023-12-12T12:42,CARDIO,2
2023-12-12T12:43,CARDIO,2
2023-12-12T12:44,CARDIO,2
2023-12-12T12:45,CARDIO,2
2023-12-12T12:46,CARDIO,2
2023-12-12T12:47,FAT_BURN,1
2023-12-21T23:54,FAT_BURN,1
2023-12-22T07:32,FAT_BURN,1
2023-12-22T07:33,FAT_BURN,1
2023-12-22T10:16,FAT_BURN,1
2023-12-23T20:46,FAT_BURN,1
2023-12-23T20:47,FAT_BURN,1
2023-12-23T21:07,CARDIO,2
2023-12-23T21:08,FAT_BURN,1
2023-12-23T22:23,FAT_BURN,1
2023-12-27T16:39,FAT_BURN,1
2023-12-27T16:40,FAT_BURN,1
2023-12-27T16:41,FAT_BURN,1
2023-12-27T16:42,FAT_BURN,1
2023-12-27T16:43,FAT_BURN,1
2023-12-27T16:54,FAT_BURN,1
2023-12-27T16:55,FAT_BURN,1
2023-12-27T16:56,FAT_BURN,1
