date,anomalies
2020-03-30,N_0
2020-03-29,N_0
2020-03-26,N_0
2020-03-24,N_0
2020-03-23,N_0
2020-03-22,N_0
2020-03-09,N_0
2020-03-08,N_0
2020-03-07,N_0
2020-03-06,N_0
2020-03-05,N_0
2020-02-27,N_0
2020-02-21,N_0
2020-02-19,N_0
2020-02-18,N_0
2020-02-16,N_0
2020-02-15,N_0
2020-02-13,N_0
2020-02-12,N_0
2020-02-11,N_0
2020-02-10,AN_0
2020-02-09,N_0
2020-02-07,N_0
2020-02-06,N_0
2020-02-05,N_0
2020-02-04,N_0
2020-02-03,N_0
2020-02-02,N_0
2020-02-01,N_0
2020-01-31,N_0
2020-01-30,N_0
2020-01-29,N_0
2020-01-28,N_0
2020-01-26,N_0
2020-01-25,N_0
2020-01-23,N_0
2020-01-22,N_0
2020-01-21,N_0
2020-01-20,N_0
2020-01-19,N_0
2020-01-18,N_0
2020-01-17,N_0
2020-01-16,N_0
2020-01-15,N_0
2020-01-14,N_0
2020-01-13,AN_0
2020-01-11,N_0
2020-01-10,N_0
2020-01-09,N_0
2020-01-08,N_0
2020-01-07,N_0
2020-01-06,AN_0
2020-01-04,AN_0
2020-01-02,AN_0
