date,sleep_quality,light,moderate,heavy,rest
2023-01-31,84,179,84,27,619
2023-02-01,77,206,44,29,663
2023-02-02,84,150,78,46,671
2023-02-03,85,270,50,48,574
2023-02-04,89,325,0,0,439
2023-02-05,90,214,0,0,583
2023-02-06,71,192,95,27,691
2023-02-07,80,219,56,67,591
2023-02-08,76,203,57,27,654
2023-02-09,83,209,53,55,627
2023-02-10,81,182,69,52,604
2023-02-11,83,379,0,0,430
2023-02-12,82,380,0,0,455
2023-02-13,78,174,65,29,689
2023-02-14,84,192,90,44,592
2023-02-15,81,205,98,31,673
2023-02-16,85,267,83,46,531
2023-02-17,83,279,71,58,540
2023-02-18,85,385,0,0,472
2023-02-19,84,298,0,0,565
2023-02-20,69,285,34,5,634
2023-02-21,77,182,62,30,694
2023-02-22,65,336,51,33,681
2023-02-23,71,228,65,26,612
2023-02-24,83,143,66,65,663
2023-02-25,84,190,0,0,635
2023-02-26,73,91,0,0,824
2023-02-28,89,298,68,44,501
2023-03-01,85,106,21,11,790
2023-03-02,83,220,52,58,591
2023-03-03,84,256,44,65,559
2023-03-04,76,253,49,43,623
2023-03-05,81,220,121,92,345
2023-03-06,86,207,37,38,589
2023-03-07,80,231,64,46,600
2023-03-08,79,270,75,66,506
2023-03-09,71,375,60,33,446
2023-03-10,75,228,49,63,592
2023-03-11,67,392,0,0,415
2023-03-12,74,147,0,0,643
2023-03-13,72,221,61,25,676
2023-03-14,81,213,62,35,612
2023-03-15,84,217,54,33,626
2023-03-16,83,310,54,52,522
2023-03-17,78,263,49,64,644
2023-03-18,85,393,0,0,436
2023-03-19,87,341,0,0,510
2023-03-20,79,300,58,46,611
2023-03-21,81,237,75,43,591
2023-03-22,83,285,73,43,534
2023-03-23,88,288,49,31,536
2023-03-24,70,302,60,52,561
2023-03-25,88,326,0,0,484
2023-03-26,84,338,0,0,525
2023-03-27,85,253,67,48,603
2023-03-28,81,249,44,30,651
2023-03-30,81,268,49,30,613
2023-03-31,86,274,58,27,611
2023-04-01,84,370,29,23,396
2023-04-02,83,382,0,0,518
2023-04-03,76,234,57,30,678
2023-04-04,83,212,67,64,588
2023-04-05,78,299,57,54,587
2023-04-06,78,367,22,11,606
2023-04-07,85,244,0,0,634
2023-04-08,87,311,0,0,501
2023-04-09,74,188,0,0,720
2023-04-10,86,364,0,0,476
2023-04-11,80,207,47,68,570
2023-04-12,78,318,52,53,556
2023-04-13,80,218,43,34,666
2023-04-14,85,224,60,58,627
2023-04-15,84,263,11,7,551
2023-04-16,83,312,0,0,564
2023-04-17,83,228,60,23,647
2023-04-18,80,145,82,39,700
2023-04-20,82,218,51,35,667
2023-04-22,84,359,0,0,461
2023-04-23,87,351,0,0,479
2023-04-25,88,333,0,0,553
2023-04-26,72,283,69,34,574
2023-04-29,89,264,13,16,557
2023-04-30,85,196,0,0,700
2023-05-02,76,209,53,47,693
2023-05-03,68,262,71,55,580
2023-05-04,84,243,82,47,617
2023-05-05,79,233,42,21,682
2023-05-06,86,344,9,0,483
2023-05-07,81,371,13,3,525
2023-05-08,83,129,57,30,745
2023-05-09,77,211,85,41,365
2023-05-11,85,230,41,41,638
2023-05-12,80,300,29,19,598
2023-05-13,79,191,8,0,778
2023-05-14,82,325,0,0,532
2023-05-15,76,272,90,63,586
2023-05-16,70,281,21,15,660
2023-05-17,75,235,74,39,640
2023-05-18,79,242,52,34,637
2023-05-19,77,293,60,46,468
2023-05-20,80,311,0,0,580
2023-05-21,78,314,14,16,456
2023-05-22,78,280,70,41,532
2023-05-23,75,267,101,38,450
2023-05-24,70,153,61,39,869
2023-05-26,72,253,15,16,751
2023-05-27,79,277,7,1,593
2023-05-28,76,233,0,0,674
2023-05-29,82,323,11,11,543
2023-05-31,86,162,32,14,754
2023-06-01,80,142,18,20,745
2023-06-02,90,40,0,0,817
2023-06-03,79,65,0,0,816
2023-06-04,88,357,0,0,487
2023-06-05,70,210,62,30,740
2023-06-06,84,205,79,39,659
2023-06-07,81,311,55,37,625
2023-06-08,81,141,53,35,362
2023-06-11,85,282,34,21,570
2023-06-12,88,200,57,41,595
2023-06-13,82,217,45,53,573
2023-06-14,87,268,26,23,554
2023-06-15,90,232,35,19,588
2023-06-16,83,209,46,31,700
2023-06-17,74,21,0,0,858
2023-06-18,89,131,0,0,762
2023-06-19,77,163,15,11,865
2023-06-22,75,190,0,0,784
2023-06-24,84,307,3,18,615
2023-06-26,83,272,14,14,635
2023-06-27,72,302,24,8,609
2023-06-28,82,157,8,12,776
2023-06-30,81,223,9,11,763
2023-07-01,78,275,0,0,671
2023-07-03,79,171,6,4,799
2023-07-04,53,252,0,0,716
2023-07-05,71,240,18,14,717
2023-07-06,86,144,46,34,754
2023-07-08,87,236,0,0,487
2023-07-10,80,173,46,34,738
2023-07-11,77,151,55,34,734
2023-07-13,72,170,48,48,704
2023-07-15,63,185,7,14,700
2023-07-16,90,257,0,0,568
2023-07-17,74,204,23,9,735
2023-07-18,84,226,24,10,688
2023-07-19,72,188,25,7,698
2023-07-21,85,151,50,47,681
2023-07-23,83,235,0,0,630
2023-07-24,82,267,0,0,641
2023-07-25,76,212,0,0,736
2023-07-27,83,222,0,0,709
2023-07-28,80,268,32,14,639
2023-07-29,87,234,6,2,604
2023-07-30,84,198,0,0,565
2023-08-01,81,310,0,0,606
2023-08-04,82,48,0,0,868
2023-08-06,86,179,0,0,674
2023-08-07,85,224,0,0,741
2023-08-08,84,327,31,17,509
2023-08-09,81,239,0,0,540
2023-08-13,76,202,82,91,553
2023-08-14,84,175,0,0,610
2023-08-15,68,145,59,112,615
2023-08-17,73,154,27,19,684
2023-08-19,43,179,0,0,870
2023-08-23,65,10,0,0,1026
2023-08-25,84,297,0,0,619
2023-08-26,74,352,8,11,589
2023-08-27,70,394,5,8,551
2023-08-28,75,369,31,18,499
2023-08-29,83,178,24,25,721
2023-08-30,85,284,46,47,559
2023-08-31,85,263,4,3,678
2023-09-01,53,134,63,44,930
2023-09-04,69,335,47,33,703
2023-09-05,79,148,29,23,715
2023-09-06,79,192,62,52,638
2023-09-07,75,254,12,27,689
2023-09-08,77,280,31,15,481
2023-09-09,86,205,6,2,607
2023-09-11,65,309,20,10,563
2023-09-13,83,170,27,14,638
2023-09-15,85,209,23,21,679
2023-09-16,87,213,0,0,627
2023-09-17,83,168,82,81,569
2023-09-18,80,179,70,67,620
2023-09-21,82,253,42,54,607
2023-09-22,82,213,49,49,606
2023-09-24,82,280,0,0,377
2023-09-26,83,261,69,67,554
2023-09-27,78,158,59,65,657
2023-10-01,88,160,0,0,715
2023-10-02,80,187,54,70,649
2023-10-03,86,180,59,65,646
2023-10-04,80,115,45,43,267
2023-10-06,76,210,66,79,608
2023-10-07,73,245,5,3,648
2023-10-08,82,182,55,69,539
2023-10-11,76,250,47,18,577
2023-10-14,86,287,9,10,565
2023-10-16,79,221,56,62,634
2023-10-17,85,233,68,59,590
2023-10-19,72,282,41,43,568
2023-10-20,83,241,8,3,605
2023-10-21,86,221,16,38,561
2023-10-22,80,178,63,59,524
2023-10-23,78,282,31,38,584
2023-10-24,83,222,42,47,633
2023-10-25,79,303,17,28,631
2023-10-28,90,350,0,0,516
2023-10-29,84,146,9,14,631
2023-10-30,79,271,47,20,639
2023-10-31,86,200,63,79,615
2023-11-02,87,265,53,41,516
2023-11-03,65,175,49,63,670
2023-11-04,87,283,39,31,494
2023-11-05,88,179,78,107,442
2023-11-06,84,249,20,32,555
2023-11-07,78,202,38,33,603
2023-11-08,80,176,27,24,848
2023-11-10,73,265,67,39,528
2023-11-11,77,327,0,0,573
2023-11-12,86,234,20,32,567
2023-11-13,73,206,57,70,602
2023-11-14,83,157,50,47,666
2023-11-15,84,238,0,0,649
2023-11-16,78,198,51,43,624
2023-11-17,87,106,32,16,358
2023-11-19,82,298,6,8,633
2023-11-20,71,199,71,67,594
2023-11-23,85,33,25,16,825
2023-11-25,84,354,15,6,483
2023-11-26,84,289,0,0,610
2023-11-27,90,208,24,28,643
2023-11-28,72,191,51,49,712
2023-11-30,88,227,11,6,594
2023-12-01,85,206,24,41,627
2023-12-02,79,205,28,44,526
2023-12-03,82,144,0,0,679
2023-12-04,81,232,0,0,648
2023-12-05,81,192,44,54,701
2023-12-06,77,219,0,0,724
2023-12-07,82,236,59,75,599
2023-12-08,86,357,0,0,455
2023-12-09,79,234,0,0,681
2023-12-10,89,254,0,0,623
2023-12-11,83,226,42,73,586
2023-12-12,83,204,51,74,586
2023-12-13,83,209,15,18,694
2023-12-15,67,286,38,49,608
2023-12-16,87,355,0,0,410
2023-12-17,79,250,0,0,597
2023-12-18,69,88,12,15,801
2023-12-20,77,238,7,24,674
2023-12-21,83,235,31,63,509
2023-12-22,80,256,0,0,625
2023-12-23,70,367,21,5,726
2023-12-24,87,311,52,76,436
2023-12-25,86,259,0,0,613
2023-12-26,83,173,0,0,633
2023-12-28,87,299,5,17,571
2023-12-29,85,285,0,0,558
2023-12-30,71,363,13,6,550
2023-12-31,86,368,24,28,383
2024-01-01,78,353,7,4,574
2024-01-02,81,318,11,22,547
2024-01-03,77,250,18,25,654
2024-01-04,81,228,0,0,678
2024-01-05,71,343,18,12,489
2024-01-06,81,352,7,2,452
2024-01-07,78,199,17,29,597
2024-01-08,83,33,15,19,857
2024-01-09,84,250,97,55,548
2024-01-10,75,223,26,43,701
2024-01-11,59,260,35,38,612
2024-01-12,78,249,14,33,599
2024-01-13,79,268,0,0,644
2024-01-14,86,255,0,0,599
2024-01-15,79,124,41,63,712
2024-01-17,86,217,33,33,658
2024-01-18,80,137,17,31,752
2024-01-20,78,242,2,8,650
2024-01-21,88,261,34,20,516
2024-01-22,84,273,29,35,538
2024-01-23,83,192,18,35,666
2024-01-25,85,46,14,13,865
2024-01-26,74,160,27,28,791
2024-01-27,87,357,12,10,398
2024-01-28,83,207,18,30,602
2024-01-29,66,176,23,16,747
2024-01-30,81,136,25,47,613
2024-02-01,75,175,40,66,631
2024-02-03,88,54,8,0,767
2024-02-04,76,337,11,9,477
2024-02-05,82,144,46,56,682
2024-02-06,77,168,48,62,673
2024-02-07,84,118,35,32,720
2024-02-08,85,221,59,49,511
2024-02-09,84,328,30,10,557
2024-02-10,82,294,5,9,530
2024-02-11,82,283,0,0,614
2024-02-12,82,272,29,13,636
2024-02-13,65,205,36,42,728
2024-02-14,77,329,40,30,395
2024-02-15,81,232,57,73,566
2024-02-16,90,136,54,75,654
2024-02-17,90,104,0,0,698
2024-02-18,83,93,0,0,707
2024-02-19,81,271,30,27,618
2024-02-20,80,187,45,67,594
2024-02-21,83,169,51,44,550
2024-02-22,75,133,33,27,724
2024-02-23,80,220,49,38,426
2024-02-24,90,158,0,0,698
2024-02-25,81,257,0,0,633
2024-02-26,78,218,46,30,627
2024-02-27,86,151,31,22,723
2024-02-28,84,221,32,27,653
2024-02-29,88,168,54,39,350
2024-03-03,83,305,4,7,537
2024-03-04,83,134,59,40,711
2024-03-05,86,169,52,29,678
2024-03-06,81,158,45,17,775
2024-03-08,85,217,49,40,647
2024-03-09,84,242,0,0,592
2024-03-10,86,197,0,0,657
2024-03-11,80,247,38,31,642
2024-03-12,82,209,37,36,703
2024-03-13,87,172,43,38,708
2024-03-14,84,279,55,48,567
2024-03-15,90,310,13,11,582
2024-03-17,84,325,9,1,538
2024-03-18,75,248,10,20,698
2024-03-19,81,213,45,34,643
2024-03-20,82,257,47,46,627
2024-03-21,81,245,69,42,620
2024-03-22,83,180,42,33,734
2024-03-24,77,175,27,29,722
2024-03-25,78,217,13,24,632
2024-03-26,76,172,0,0,771
2024-03-27,66,232,4,4,826
2024-03-28,80,181,8,5,809
2024-03-29,85,349,0,0,560
2024-03-30,83,343,0,0,497
2024-03-31,88,79,0,0,807
2024-04-02,66,71,7,6,888
2024-04-03,77,232,11,8,735
2024-04-04,80,330,47,42,565
2024-04-05,84,251,54,50,575
2024-04-06,87,342,10,1,393
2024-04-09,82,226,37,24,666
2024-04-11,75,307,40,51,579
2024-04-12,81,239,28,26,679
2024-04-13,84,283,22,18,514
2024-04-14,77,227,0,0,526
2024-04-15,75,291,74,52,547
2024-04-16,84,181,39,28,706
2024-04-18,77,317,27,39,543
2024-04-19,84,207,13,15,726
2024-04-21,85,285,0,0,608
2024-04-23,82,165,38,66,721
2024-04-25,87,242,0,0,495
2024-04-27,88,335,12,2,500
2024-04-28,83,27,0,0,845
2024-04-29,78,109,33,29,822
2024-05-01,86,146,0,0,729
2024-05-02,77,284,24,20,628
2024-05-03,83,284,44,34,592
2024-05-04,88,382,8,12,460
2024-05-05,66,100,7,5,813
2024-05-08,74,188,43,26,714
2024-05-13,55,203,42,28,748
2024-05-15,76,222,33,21,748
2024-05-16,84,234,64,36,495
2024-05-19,83,302,3,15,616
2024-05-20,78,135,37,41,677
2024-05-21,84,65,25,45,376
2024-05-23,78,260,46,45,603
2024-05-24,84,250,54,51,616
2024-05-25,82,39,0,0,831
2024-06-05,81,181,34,31,418
2024-06-07,81,220,80,56,614
2024-06-08,79,85,0,0,870
2024-06-11,80,255,53,50,620
2024-06-17,79,299,29,25,565
2024-06-18,81,194,53,33,734
2024-06-20,79,156,58,35,756
2024-06-25,68,276,33,26,666
2024-06-27,84,166,42,39,716
2024-07-02,83,213,61,45,584
2024-07-03,81,239,27,19,679
2024-07-04,83,201,5,14,699
2024-07-05,88,146,0,0,261
2024-07-10,72,109,28,13,825
2024-07-12,77,146,47,32,762
2024-07-24,67,267,0,0,661
2024-07-25,80,167,15,11,713
2024-07-27,76,34,27,10,840
